,concat_index,Player,Comb,Asst,Solo,Sck,season_year
538,13,Siran Neal,23,7,14,0.0,2021
539,14,Alex Okafor,23,16,7,1.5,2021
540,15,Bradley Roby,23,4,19,1.0,2021
541,16,Tedarrell Slaton,23,9,12,1.0,2021
542,17,Ambry Thomas,23,6,16,0.0,2021
543,18,Garret Wallow,23,8,12,1.0,2021
544,19,Stephen Weatherly,23,9,13,2.5,2021
545,20,Shawn Williams,23,10,10,0.0,2021
546,21,Ross Blacklock,22,8,10,2.0,2021
547,22,Jon Bostic,22,10,11,0.0,2021
548,23,Frank Clark,22,7,13,4.5,2021
549,24,Eddie Goldman,22,8,11,0.5,2021
550,0,J.T. Gray,22,4,17,0.0,2021
551,1,Justin Hollins,22,8,10,2.0,2021
552,2,Arden Key,22,11,10,6.5,2021
553,3,Terrell Lewis,22,7,13,3.0,2021
554,4,C.J. Moore,22,9,11,0.0,2021
555,5,Anthony Nelson,22,9,12,5.0,2021
556,6,Nick Niemann,22,7,14,0.0,2021
557,7,Jordan Phillips,22,8,12,3.0,2021
558,8,Alton Robinson,22,9,6,1.0,2021
559,9,Avery Williams,22,11,8,0.0,2021
560,10,Ola Adeniyi,21,7,11,2.5,2021
561,11,Terrence Brooks,21,6,12,0.0,2021
562,12,Jonathan Bullard,21,13,7,0.0,2021
563,13,Bradley Chubb,21,12,9,0.0,2021
564,14,Marlon Davidson,21,9,11,1.0,2021
565,15,Sheldon Day,21,14,6,1.0,2021
566,16,A.J. Green,21,6,13,0.0,2021
567,17,Dre Greenlaw,21,11,9,0.0,2021
568,18,Travin Howard,21,6,12,0.0,2021
569,19,Danny Johnson,21,6,15,0.0,2021
570,20,Nick Kwiatkoski,21,8,12,0.0,2021
571,21,Demarcus Lawrence,21,5,14,3.0,2021
572,22,Jason McCourty,21,11,10,0.0,2021
573,23,Carl Nassib,21,5,13,1.5,2021
574,24,Mike Pennel,21,12,9,0.0,2021
575,0,Tremon Smith,21,5,14,0.0,2021
576,1,Geno Stone,21,6,14,0.0,2021
577,2,Joejuan Williams,21,6,14,0.0,2021
578,3,Troy Dye,20,8,10,0.0,2021
579,4,Marquis Haynes,20,11,8,3.0,2021
580,5,Jordan Jenkins,20,11,8,2.5,2021
581,6,Jonathan Jones,20,5,15,0.0,2021
582,7,Trayvon Mullen,20,3,16,0.0,2021
583,8,Michael Pierce,20,8,11,3.0,2021
584,9,Hassan Ridgeway,20,10,8,2.0,2021
585,10,Carl Davis,19,7,5,1.0,2021
586,11,Leki Fotu,19,11,6,0.0,2021
587,12,Jonathan Garvin,19,4,14,1.5,2021
588,13,Randy Gregory,19,4,15,6.0,2021
589,14,Micah Kiser,19,10,7,0.0,2021
590,15,Khalil Mack,19,4,15,6.0,2021
591,16,Trey Marshall,19,13,5,0.0,2021
592,17,Tyler Matakevich,19,7,10,0.0,2021
593,18,Amik Robertson,19,5,11,0.0,2021
594,19,Chris Rumph II,19,11,6,1.0,2021
595,20,Anthony Rush,19,9,9,0.0,2021
596,21,Brennan Scarlett,19,13,3,0.0,2021
597,22,Danny Trevathan,19,11,6,0.0,2021
598,23,Armani Watts,19,8,10,0.0,2021
599,24,Boogie Basham,18,7,7,2.5,2021
600,0,Taco Charlton,18,11,7,0.5,2021
601,1,Justin Ellis,18,11,7,0.0,2021
602,2,Jerry Hughes,18,10,7,2.0,2021
603,3,Tarron Jackson,18,7,11,1.0,2021
604,4,Tony Jefferson,18,9,8,1.0,2021
605,5,Tanoh Kpassagnon,18,4,13,4.0,2021
606,6,Takk McKinley,18,8,9,2.5,2021
607,7,Jonathan Owens,18,8,9,0.0,2021
608,8,Anthony Pittman,18,9,7,0.0,2021
609,9,Bobby Price,18,6,11,0.0,2021
610,10,Chapelle Russell,18,8,9,0.0,2021
611,11,Jimmy Smith,18,3,14,0.0,2021
612,12,Roderic Teamer,18,5,9,0.0,2021
613,13,Michael Thomas,18,9,7,0.0,2021
614,14,Derrek Tuszka,18,9,8,2.0,2021
615,15,Kenny Willekes,18,7,9,2.5,2021
616,16,Jarren Williams,18,4,13,0.0,2021
617,17,Isaiah Buggs,17,12,4,0.0,2021
618,18,Adam Butler,17,8,7,2.0,2021
619,19,Dee Delaney,17,4,13,0.0,2021
620,20,Ashton Dulin,17,5,11,0.0,2021
621,21,Bud Dupree,17,4,10,3.0,2021
622,22,Kaden Elliss,17,8,8,1.0,2021
623,23,Kyler Fackrell,17,6,10,3.0,2021
624,24,Kevin Givens,17,10,6,0.0,2021
625,0,Tre Herndon,17,5,10,0.0,2021
626,1,Patrick Johnson,17,6,9,0.0,2021
627,2,Deommodore Lenoir,17,5,11,0.0,2021
628,3,Star Lotulelei,17,6,10,3.0,2021
629,4,Whitney Mercilus,17,8,8,4.0,2021
630,5,Rakeem Nunez-Roches,17,12,5,0.0,2021
631,6,Charles Omenihu,17,3,13,0.0,2021
632,7,Jacob Phillips,17,4,6,1.0,2021
633,8,Kenny Robinson,17,5,10,0.0,2021
634,9,Isaac Rochell,17,7,8,0.0,2021
635,10,Buster Skrine,17,6,10,0.0,2021
636,11,Desmond Trufant,17,3,14,0.0,2021
637,12,Chris Westry,17,0,16,0.0,2021
638,13,Deandre Baker,16,3,13,0.0,2021
639,14,Adrian Colbert,16,6,9,0.0,2021
640,15,Dylan Cole,16,6,8,0.0,2021
641,16,Sam Eguavoen,16,7,7,0.5,2021
642,17,Matthias Farley,16,4,9,0.0,2021
643,18,Stephon Gilmore,16,1,12,0.0,2021
644,19,Albert Huggins,16,13,3,0.0,2021
645,20,Joe Jackson,16,7,5,1.5,2021
646,21,John Jenkins,16,6,7,0.0,2021
647,22,Josh Jones,16,6,6,0.0,2021
648,23,Kelvin Joseph,16,3,13,0.0,2021
649,24,Justin Layne,16,4,12,0.0,2021
650,0,Zech McPhearson,16,9,7,0.0,2021
651,1,Rashaan Melvin,16,4,12,0.0,2021
652,2,Henry Mondeaux,16,10,6,2.0,2021
653,3,Jason Pinnock,16,6,10,0.0,2021
654,4,Taylor Stallworth,16,5,10,3.0,2021
655,5,Teair Tart,16,6,8,0.0,2021
656,6,Tommy Togiai,16,7,7,0.5,2021
657,7,Broderick Washington,16,8,6,1.0,2021
658,8,J.J. Watt,16,6,6,1.0,2021
659,9,Jarrod Wilson,16,5,8,1.0,2021
660,10,Montravius Adams,15,8,7,0.0,2021
661,11,Jahleel Addae,15,5,9,0.0,2021
662,12,Ricardo Allen,15,4,8,0.0,2021
663,13,Nick Bellore,15,6,9,0.0,2021
664,14,Taven Bryan,15,5,9,2.0,2021
665,15,Andre Chachere,15,2,12,0.0,2021
666,16,Xavier Crawford,15,4,10,0.0,2021
667,17,Cody Davis,15,6,6,0.0,2021
668,18,Tyrel Dodson,15,5,7,0.0,2021
669,19,Andrew Dowell,15,6,7,0.0,2021
670,20,Nick Dzubnar,15,9,5,0.0,2021
671,21,Ulysees Gilbert,15,4,8,0.0,2021
672,22,Ta'Quon Graham,15,7,7,0.0,2021
673,23,Everson Griffen,15,5,9,5.0,2021
674,24,Elijah Lee,15,4,8,0.0,2021
675,0,Jessie Lemonier,15,7,8,1.5,2021
676,1,Ifeatu Melifonwu,15,3,10,0.0,2021
677,2,Robert Nkemdiche,15,8,4,0.0,2021
678,3,Ogbo Okoronkwo,15,6,7,2.0,2021
679,4,Kyle Phillips,15,9,5,1.0,2021
680,5,Wyatt Ray,15,10,3,1.0,2021
681,6,Jamien Sherwood,15,7,8,0.0,2021
682,7,Grant Stuard,15,7,8,0.0,2021
683,8,K'Von Wallace,15,3,10,0.0,2021
684,9,Jordan Willis,15,9,6,3.0,2021
685,10,Ahkello Witherspoon,15,1,12,0.0,2021
686,11,A.J. Epenesa,14,6,8,1.5,2021
687,12,Clelin Ferrell,14,6,8,1.5,2021
688,13,Jalyn Holmes,14,7,5,0.0,2021
689,14,Bryce Huff,14,9,4,2.0,2021
690,15,Margus Hunt,14,8,5,0.0,2021
691,16,Jaquan Johnson,14,6,5,0.0,2021
692,17,Tyquan Lewis,14,4,6,2.5,2021
693,18,Pernell McPhee,14,3,9,1.0,2021
694,19,Sharrod Neasman,14,2,9,0.0,2021
695,20,John Penisini,14,10,4,0.0,2021
696,21,Robert Rochell,14,3,10,0.0,2021
697,22,Cameron Sample,14,5,5,1.5,2021
698,23,Julian Stanford,14,6,8,0.0,2021
699,24,Jahlani Tavai,14,8,3,0.0,2021
700,0,Derek Watt,14,4,9,0.0,2021
701,1,Jaire Alexander,13,4,9,0.0,2021
702,2,Marcus Allen,13,7,5,0.0,2021
703,3,Brandon Bolden,13,2,10,0.0,2021
704,4,Keion Crossen,13,5,7,1.0,2021
705,5,Breiden Fehoko,13,8,4,0.0,2021
706,6,Neville Gallimore,13,8,4,1.5,2021
707,7,Joe Gaziano,13,5,6,0.0,2021
708,8,Thomas Graham Jr.,13,7,6,0.0,2021
709,9,T.J. Green,13,5,8,0.0,2021
710,10,Miles Killebrew,13,4,7,0.0,2021
711,11,Josh Metellus,13,5,8,0.0,2021
712,12,Ifeadi Odenigbo,13,6,3,0.0,2021
713,13,J.R. Reed,13,8,5,0.0,2021
714,14,Tim Settle,13,6,7,0.0,2021
715,15,Joe Thomas,13,4,6,0.0,2021
716,16,Kristian Welch,13,10,3,0.0,2021
717,17,Oshane Ximines,13,9,3,0.0,2021
718,18,Eli Ankou,12,7,3,1.0,2021
719,19,Justin Bethel,12,3,7,0.0,2021
720,20,K.J. Britt,12,5,6,0.0,2021
721,21,Josiah Bronson,12,4,5,0.0,2021
722,22,Marqui Christian,12,5,4,0.0,2021
723,23,Jalen Elliott,12,5,7,0.0,2021
724,24,Tipa Galeai,12,5,6,1.0,2021
725,0,Justin Hardee,12,7,4,0.0,2021
726,1,Jeff Heath,12,2,10,1.0,2021
727,2,Anthony Levine,12,3,8,0.0,2021
728,3,Keisean Nixon,12,5,6,0.0,2021
729,4,Efe Obada,12,4,7,3.5,2021
730,5,John Reid,12,5,6,0.0,2021
731,6,Darryl Roberts,12,6,6,0.0,2021
732,7,Josiah Scott,12,4,7,1.0,2021
733,8,Josh Tupou,12,9,2,0.0,2021
734,9,Payton Turner,12,3,8,1.0,2021
735,10,Josh Uche,12,2,10,3.0,2021
736,11,Tim Ward,12,7,5,0.0,2021
737,12,Trae Waynes,12,1,10,0.0,2021
738,13,Vernon Butler,11,5,3,0.0,2021
739,14,Luke Gifford,11,3,6,0.0,2021
740,15,Cam Gill,11,4,7,1.5,2021
741,16,Penny Hart,11,5,6,0.0,2021
742,17,Trysten Hill,11,4,7,0.5,2021
743,18,Mack Hollins,11,2,8,0.0,2021
744,19,Travis Homer,11,5,6,0.0,2021
745,20,Marcus Kemp,11,2,9,0.0,2021
746,21,Rashard Lawrence,11,5,6,0.0,2021
747,22,Marquel Lee,11,5,5,0.0,2021
748,23,Lerentee McCray,11,4,5,0.0,2021
749,24,Steve McLendon,11,4,6,0.5,2021
750,0,Stanley Morgan,11,3,8,0.0,2021
751,1,Michael Ojemudia,11,3,8,0.0,2021
752,2,Isaiah Oliver,11,4,7,0.0,2021
753,3,Derick Roberson,11,5,4,1.5,2021
754,4,Richard Sherman,11,0,11,0.0,2021
755,5,Matthew Slater,11,8,3,0.0,2021
756,6,Tanner Vallejo,11,4,5,0.5,2021
757,7,Joe Walker,11,5,4,0.0,2021
758,8,Chase Winovich,11,5,5,0.0,2021
759,9,Matthew Adams,10,2,7,0.0,2021
760,10,Blessuan Austin,10,2,6,0.0,2021
761,11,Quinton Bohanna,10,7,3,0.0,2021
762,12,Tre Brown,10,1,8,0.0,2021
763,13,Terrell Burgess,10,6,4,0.0,2021
764,14,Marquise Copeland,10,6,4,0.0,2021
765,15,DeeJay Dallas,10,4,5,0.0,2021
766,16,Deshazor Everett,10,5,5,0.0,2021
767,17,C.J. Goodwin,10,3,7,0.0,2021
768,18,Justin Hamilton,10,4,5,0.0,2021
769,19,Jonathan Harris,10,3,5,0.0,2021
770,20,Jamir Jones,10,3,6,0.0,2021
771,21,Sam Kamara,10,3,7,0.0,2021
772,22,Brandon King,10,6,3,0.0,2021
773,23,Greg Mabin,10,1,7,0.0,2021
774,24,Ty Montgomery,10,3,7,0.0,2021
775,0,Hamsah Nasirildeen,10,7,3,0.0,2021
776,1,Kyle Peko,10,3,6,2.0,2021
777,2,Kevin Pierre-Louis,10,2,8,0.0,2021
778,3,Jon Rhattigan,10,0,8,0.0,2021
779,4,Malcolm Roach,10,6,4,0.0,2021
780,5,Bunmi Rotimi,10,5,4,1.0,2021
781,6,Andre Smith,10,6,3,0.0,2021
782,7,Tavon Wilson,10,4,6,0.0,2021
783,8,Daniel Wise,10,5,5,0.0,2021
784,9,Isaac Yiadom,10,1,9,0.0,2021
785,10,Dakota Allen,9,5,3,0.0,2021
786,11,Marquise Blair,9,4,5,0.0,2021
787,12,Cameron Brown,9,3,4,0.0,2021
788,13,Trenton Cannon,9,1,7,0.0,2021
789,14,Porter Gustin,9,3,4,0.0,2021
790,15,Nate Hairston,9,3,4,0.0,2021
791,16,Davontae Harris,9,3,5,0.0,2021
792,17,Demetrius Harris,9,2,4,0.0,2021
793,18,Khaleke Hudson,9,5,4,0.0,2021
794,19,Khalid Kareem,9,4,4,0.0,2021
795,20,Jovante Moffatt,9,4,4,0.0,2021
796,21,A.J. Moore,9,2,7,0.0,2021
797,22,Daviyon Nixon,9,8,1,0.5,2021
798,23,Will Parks,9,2,7,0.0,2021
799,24,Elijhaa Penny,9,6,2,0.0,2021
800,0,Derek Rivers,9,2,6,1.0,2021
801,1,Keith Smith,9,3,6,0.0,2021
802,2,Damion Square,9,6,1,0.5,2021
803,3,Ty Summers,9,1,7,0.0,2021
804,4,Jacob Tuioti-Mariner,9,4,5,2.0,2021
805,5,Kemoko Turay,9,3,6,5.5,2021
806,6,Tylan Wallace,9,5,4,0.0,2021
807,7,Nahshon Wright,9,2,7,0.0,2021
808,8,Dicaprio Bootle,8,2,6,0.0,2021
809,9,Breon Borders,8,1,7,0.0,2021
810,10,Gary Brightwell,8,6,2,0.0,2021
811,11,Cethan Carter,8,4,4,0.0,2021
812,12,L.J. Collier,8,5,1,0.0,2021
813,13,Isaiah Dunn,8,1,7,0.0,2021
814,14,Mario Edwards,8,6,2,2.0,2021
815,15,Tyree Gillespie,8,7,1,0.0,2021
816,16,Shemar Jean-Charles,8,3,5,0.0,2021
817,17,Josey Jewell,8,1,7,0.0,2021
818,18,Caleb Johnson,8,4,4,0.0,2021
819,19,Javon Kinlaw,8,7,1,0.0,2021
820,20,Larrell Murchison,8,4,4,0.0,2021
821,21,Aaron Patrick,8,4,2,0.0,2021
822,22,Kevin Peterson,8,2,5,0.0,2021
823,23,Darius Phillips,8,2,6,0.0,2021
824,24,Sheldrick Redwine,8,3,5,0.0,2021
825,0,Khalen Saunders,8,6,1,0.0,2021
826,1,Ben Skowronek,8,2,6,0.0,2021
827,2,Chris Smith,8,4,3,1.5,2021
828,3,Elerson G. Smith,8,6,2,0.0,2021
829,4,Teez Tabor,8,2,6,0.0,2021
830,5,Deionte Thompson,8,3,4,0.0,2021
831,6,Shaka Toney,8,6,2,1.5,2021
832,7,James Vaughters,8,4,3,1.0,2021
833,8,Justin Zimmer,8,6,1,1.0,2021
834,9,Mark Andrews,7,1,6,0.0,2021
835,10,Chris Banjo,7,3,3,0.0,2021
836,11,Jason Cabinda,7,1,6,0.0,2021
837,12,Jalen Davis,7,5,2,0.0,2021
838,13,Clayton Fejedelem,7,2,5,0.0,2021
839,14,Darrick Forrest,7,3,4,0.0,2021
840,15,Kemon Hall,7,3,4,0.0,2021
841,16,Josh Harris,7,4,3,0.0,2021
842,17,Trent Harris,7,4,3,0.0,2021
843,18,Michael Hoecht,7,1,4,0.0,2021
844,19,Godwin Igwebuike,7,3,4,0.0,2021
845,20,Bruce Irvin,7,5,2,0.0,2021
846,21,Justin Jackson,7,1,6,0.0,2021
847,22,Chris Jones,7,2,4,0.0,2021
848,23,Patrick Jones II,7,3,4,0.0,2021
849,24,Dre Kirkpatrick,7,1,6,0.0,2021
850,0,Cam Lewis,7,4,3,0.0,2021
851,1,Dorian O'Daniel,7,3,4,0.0,2021
852,2,Dare Ogunbowale,7,1,4,0.0,2021
853,3,Gunner Olszewski,7,4,3,0.0,2021
854,4,Giovanni Ricci,7,2,5,0.0,2021
855,5,Benny Snell,7,4,3,0.0,2021
856,6,Equanimeous St. Brown,7,2,4,0.0,2021
857,7,Stantley Thomas-Oliver,7,4,2,0.0,2021
858,8,Dwayne Washington,7,1,6,0.0,2021
859,9,Charlie Woerner,7,1,6,0.0,2021
860,10,Daryl Worley,7,2,5,0.0,2021
861,11,Brandon Zylstra,7,3,4,0.0,2021
862,12,Stephen Anderson,6,1,4,0.0,2021
863,13,Troy Apke,6,1,4,0.0,2021
864,14,Daren Bates,6,2,4,0.0,2021
865,15,Brady Breeze,6,1,5,0.0,2021
866,16,Austin Calitro,6,2,4,0.0,2021
867,17,Maurice Canady,6,2,3,0.0,2021
868,18,Anthony Chesley,6,0,6,0.0,2021
869,19,Carter Coughlin,6,4,2,0.0,2021
870,20,Darrell Daniels,6,3,3,0.0,2021
871,21,Jaylon Ferguson,6,3,2,0.0,2021
872,22,Mike Ford,6,0,5,0.0,2021
873,23,Jordan Glasgow,6,2,2,0.0,2021
874,24,Noah Igbinoghene,6,0,6,0.0,2021
875,0,Joe Jones,6,4,2,0.0,2021
876,1,Taiwan Jones,6,2,2,0.0,2021
877,2,Zach Kerr,6,4,2,0.0,2021
878,3,Chris Lammons,6,3,3,0.0,2021
879,4,P.J. Locke,6,1,4,0.0,2021
880,5,Cassius Marsh,6,2,3,1.0,2021
881,6,Jared Mayden,6,2,4,0.0,2021
882,7,D.J. Moore,6,1,5,0.0,2021
883,8,Dayo Odeyingbo,6,1,3,0.5,2021
884,9,Romeo Okwara,6,3,3,1.0,2021
885,10,Steven Parker,6,2,3,0.0,2021
886,11,Samaje Perine,6,0,6,0.0,2021
887,12,Curtis Robinson,6,3,3,0.0,2021
888,13,John Simon,6,2,3,0.0,2021
889,14,Cam Sims,6,2,4,0.0,2021
890,15,Tye Smith,6,1,5,0.0,2021
891,16,Noah Spence,6,2,3,0.0,2021
892,17,Kevin Strong,6,2,4,0.0,2021
893,18,Nsimba Webster,6,1,2,0.0,2021
894,19,Damien Williams,6,2,4,0.0,2021
895,20,Brandon Wilson,6,3,3,0.0,2021
896,21,Myles Adams,5,5,0,0.0,2021
897,22,Tyson Alualu,5,3,2,0.0,2021
898,23,J.J. Arcega-Whiteside,5,1,4,0.0,2021
899,24,Will Bradley-King,5,5,0,0.5,2021
900,0,Michael Burton,5,3,1,0.0,2021
901,1,Mike Daniels,5,0,4,0.0,2021
902,2,Carlos Davis,5,2,1,0.0,2021
903,3,Tyler Davis,5,1,4,0.0,2021
904,4,Michael Dwumfour,5,2,2,0.5,2021
905,5,Daniel Ekuale,5,1,4,2.0,2021
906,6,Corn Elder,5,0,3,0.0,2021
907,7,Jordan Evans,5,2,3,0.0,2021
908,8,Sharif Finch,5,5,0,0.0,2021
909,9,Dee Ford,5,2,3,3.0,2021
910,10,Harrison Hand,5,0,5,0.0,2021
911,11,JaMycal Hasty,5,0,5,0.0,2021
912,12,Bruce Hector,5,2,0,0.0,2021
913,13,KhaDarel Hodge,5,0,4,0.0,2021
914,14,Jaycee Horn,5,2,3,0.0,2021
915,15,JuJu Hughes,5,1,4,0.0,2021
916,16,Jake Kumerow,5,0,4,0.0,2021
917,17,Bradley McDougald,5,2,3,0.0,2021
918,18,Racey McMath,5,4,1,0.0,2021
919,19,Herb Miller,5,1,4,0.0,2021
920,20,Darnell Mooney,5,0,5,0.0,2021
921,21,Chris Moore,5,3,2,0.0,2021
922,22,Elijah Moore,5,0,5,0.0,2021
923,23,Tony Pollard,5,1,4,0.0,2021
924,24,Ryan Smith,5,1,4,0.0,2021
925,0,Eric Tomlinson,5,0,4,0.0,2021
926,1,Marlon Tuipulotu,5,4,1,0.0,2021
927,2,Jason Verrett,5,2,3,0.0,2021
928,3,Jonathan Ward,5,2,3,0.0,2021
929,4,Jonah Williams,5,4,0,0.0,2021
930,5,Chris Williamson,5,1,4,0.0,2021
931,6,Antwaun Woods,5,3,2,0.0,2021
932,7,Olamide Zaccheaus,5,1,3,0.0,2021
933,8,,5,0,5,0.0,2021
934,9,Tyrell Adams,4,0,4,0.0,2021
935,10,McTelvin Agim,4,2,2,1.5,2021
936,11,Alex Armah,4,2,2,0.0,2021
937,12,Damon Arnette,4,2,2,0.0,2021
938,13,Francis Bernard,4,3,1,0.0,2021
939,14,Christian Blake,4,0,4,0.0,2021
940,15,Jacob Bobenmoyer,4,2,1,0.0,2021
941,16,Tashawn Bower,4,2,2,1.0,2021
942,17,A.J. Brown,4,0,4,0.0,2021
943,18,Corey Clement,4,0,4,0.0,2021
944,19,Tyrie Cleveland,4,1,3,0.0,2021
945,20,Andrew DePaola,4,2,2,0.0,2021
946,21,Chris Evans,4,0,4,0.0,2021
947,22,Caleb Farley,4,0,4,0.0,2021
948,23,Demetric Felton,4,2,2,0.0,2021
949,24,Tony Fields II,4,2,2,0.0,2021
950,0,Cullen Gillaspia,4,2,2,0.0,2021
951,1,Ryan Griffin,4,1,3,0.0,2021
952,2,De'Jon Harris,4,0,3,1.0,2021
953,3,Trayvon Henderson,4,2,0,0.0,2021
954,4,J.P. Holtz,4,2,1,0.0,2021
955,5,Phil Hoskins,4,1,3,1.0,2021
956,6,Braxton Hoyett,4,2,2,0.0,2021
957,7,Alec Ingold,4,2,2,0.0,2021
958,8,Joel Iyiegbuniwe,4,0,4,0.0,2021
959,9,Josh Jackson,4,3,1,0.0,2021
960,10,Raymond Johnson III,4,1,2,1.0,2021
961,11,Zay Jones,4,1,3,0.0,2021
962,12,Jordan Kunaszyk,4,1,3,0.0,2021
963,13,Kahlil McKenzie,4,3,1,0.0,2021
964,14,Terry McLaurin,4,0,4,0.0,2021
965,15,Forrest Merrill,4,2,2,0.0,2021
966,16,Andre Mintze,4,2,1,0.0,2021
967,17,Nick Moore,4,0,3,0.0,2021
968,18,Foster Moreau,4,1,3,0.0,2021
969,19,Tanner Muse,4,2,2,0.0,2021
970,20,Jason Myers,4,1,3,0.0,2021
971,21,Kai Nacua,4,1,3,0.0,2021
972,22,Pat O'Connor,4,2,2,0.5,2021
973,23,Jeff Okudah,4,1,3,0.0,2021
974,24,Josh Oliver,4,2,2,0.0,2021
975,0,Kareem Orr,4,1,3,0.0,2021
976,1,Nickell Robey-Coleman,4,1,1,0.0,2021
977,2,Rashard Robinson,4,1,3,0.0,2021
978,3,Patrick Scales,4,2,1,0.0,2021
979,4,Kendall Sheffield,4,2,2,0.0,2021
980,5,Tyler Shelvin,4,3,1,0.0,2021
981,6,Trent Sherfield,4,0,4,0.0,2021
982,7,Zeke Turner,4,1,3,0.0,2021
983,8,Jaylen Waddle,4,0,4,0.0,2021
984,9,Trevon Wesco,4,1,3,0.0,2021
985,10,Cody White,4,2,2,0.0,2021
986,11,Kevin White,4,3,1,0.0,2021
987,12,Chris Williams,4,2,2,0.0,2021
988,13,,4,0,4,0.0,2021
989,14,Mo Alie-Cox,3,1,2,0.0,2021
990,15,Henry Anderson,3,0,3,0.0,2021
991,16,Rashod Berry,3,1,2,0.0,2021
992,17,Curtis Bolton,3,1,2,0.0,2021
993,18,Devontae Booker,3,0,3,0.0,2021
994,19,Ja'Marcus Bradley,3,1,2,0.0,2021
995,20,Antoine Brooks Jr.,3,1,2,0.0,2021
996,21,Daniel Brunskill,3,0,3,0.0,2021
997,22,Harrison Bryant,3,2,1,0.0,2021
998,23,Derek Carrier,3,0,2,0.0,2021
999,24,Blake Cashman,3,0,3,0.0,2021
1000,0,Ja'Marr Chase,3,1,2,0.0,2021
1001,1,Dan Chisena,3,1,2,0.0,2021
1002,2,Ryan Connelly,3,1,2,0.0,2021
1003,3,Austin Corbett,3,0,3,0.0,2021
1004,4,Nathan Cottrell,3,1,2,0.0,2021
1005,5,River Cracraft,3,1,2,0.0,2021
1006,6,Ken Crawley,3,0,3,0.0,2021
1007,7,Dominique Dafney,3,1,1,0.0,2021
1008,8,Darqueze Dennard,3,1,1,0.0,2021
1009,9,Stefon Diggs,3,0,3,0.0,2021
1010,10,Victor Dimukeje,3,3,0,0.0,2021
1011,11,Myles Dorn,3,2,1,0.0,2021
1012,12,Christian Elliss,3,1,2,0.0,2021
1013,13,Blake Ferguson,3,1,2,0.0,2021
1014,14,Mark Gilbert,3,1,2,0.0,2021
1015,15,Jamie Gillan,3,1,2,0.0,2021
1016,16,Reggie Gilliam,3,2,1,0.0,2021
1017,17,La'Darius Hamilton,3,1,2,0.0,2021
1018,18,Najee Harris,3,0,3,0.0,2021
1019,19,Khalil Herbert,3,2,1,0.0,2021
1020,20,Tee Higgins,3,0,3,0.0,2021
1021,21,Dontrell Hilliard,3,1,2,0.0,2021
1022,22,Dustin Hopkins,3,2,1,0.0,2021
1023,23,Robert Jackson,3,2,1,0.0,2021
1024,24,Ty Johnson,3,1,2,0.0,2021
1025,0,Keandre Jones,3,2,1,0.0,2021
1026,1,Kyle Juszczyk,3,2,1,0.0,2021
1027,2,Azur Kamara,3,1,2,0.0,2021
1028,3,Ryan Kerrigan,3,0,2,0.0,2021
1029,4,Younghoe Koo,3,1,2,0.0,2021
1030,5,Malcolm Koonce,3,1,2,2.0,2021
1031,6,Tyler Kroft,3,0,3,0.0,2021
1032,7,Harvey Langi,3,2,0,0.0,2021
1033,8,Richard LeCounte III,3,1,2,0.0,2021
1034,9,Isaiah Mack,3,2,1,1.0,2021
1035,10,Ledarius Mack,3,2,1,0.0,2021
1036,11,Cameron Malveaux,3,3,0,0.0,2021
1037,12,Josh Mauro,3,2,1,1.0,2021
1038,13,Mac McCain III,3,2,0,0.0,2021
1039,14,Connor McGovern,3,0,3,0.0,2021
1040,15,Jerick McKinnon,3,0,3,0.0,2021
1041,16,David Moa,3,2,1,0.0,2021
1042,17,Calvin Munson,3,1,1,0.0,2021
1043,18,Jared Norris,3,1,1,0.0,2021
1044,19,Brandon Parker,3,1,2,0.0,2021
1045,20,Kyle Pitts,3,0,3,0.0,2021
1046,21,Kevin Rader,3,1,2,0.0,2021
1047,22,Jalen Reagor,3,0,3,0.0,2021
1048,23,James Robinson,3,1,2,0.0,2021
1049,24,Amari Rodgers,3,0,3,0.0,2021
1050,0,D'Angelo Ross,3,1,2,0.0,2021
1051,1,Christian Rozeboom,3,0,3,0.0,2021
1052,2,Rigoberto Sanchez,3,1,2,0.0,2021
1053,3,Sterling Shepard,3,0,3,0.0,2021
1054,4,Darius Slayton,3,0,3,0.0,2021
1055,5,T.J. Smith,3,2,1,0.0,2021
1056,6,Tre'Quan Smith,3,0,3,0.0,2021
1057,7,JaCoby Stevens,3,2,1,0.0,2021
1058,8,Connor Strachan,3,3,0,0.0,2021
1059,9,Geoff Swaim,3,1,2,0.0,2021
1060,10,Ryan Tannehill,3,1,2,0.0,2021
1061,11,Andrew Thomas,3,0,3,0.0,2021
1062,12,Mike Thomas,3,1,2,0.0,2021
1063,13,Darian Thompson,3,0,3,0.0,2021
1064,14,Tommy Tremble,3,1,2,0.0,2021
1065,15,Zach Triner,3,0,2,0.0,2021
1066,16,Brent Urban,3,3,0,0.0,2021
1067,17,Dee Virgin,3,1,2,0.0,2021
1068,18,Charles Washington,3,0,3,0.0,2021
1069,19,Quez Watkins,3,2,1,0.0,2021
1070,20,Mark Webb,3,0,3,0.0,2021
1071,21,Nick Westbrook-Ikhine,3,2,1,0.0,2021
1072,22,Jace Whittaker,3,1,2,0.0,2021
1073,23,Mitchell Wilcox,3,2,1,0.0,2021
1074,24,Rachad Wildgoose,3,2,1,0.0,2021
1075,0,Darrel Williams,3,0,3,0.0,2021
1076,1,Marvin Wilson,3,2,1,0.0,2021
