,concat_index,Player,Comb,Asst,Solo,Sck,season_year
1603,24,Myles Jack,104,43,50,0.0,2022
1604,0,Adrian Amos,102,29,66,1.0,2022
1605,1,Tremaine Edmunds,102,36,58,1.0,2022
1606,2,Chuck Clark,101,40,49,0.0,2022
1607,3,John Johnson,101,31,61,0.5,2022
1608,4,Donovan Wilson,101,24,73,5.0,2022
1609,5,Jerome Baker,100,34,54,4.0,2022
1610,6,Zaven Collins,100,37,50,2.0,2022
1611,7,Matt Milano,99,27,58,1.5,2022
1612,8,Germaine Pratt,99,49,40,1.0,2022
1613,9,Isaiah Simmons,99,31,63,4.0,2022
1614,10,Christian Wilkins,98,39,43,3.5,2022
1615,11,Talanoa Hufanga,97,31,58,2.0,2022
1616,12,De'Vondre Campbell,96,40,47,0.0,2022
1617,13,DeShon Elliott,96,23,65,0.0,2022
1618,14,Minkah Fitzpatrick,96,40,50,0.0,2022
1619,15,Jevon Holland,96,19,68,1.5,2022
1620,16,Rodney McLeod,96,37,52,0.0,2022
1621,17,Marcus Epps,94,24,64,0.0,2022
1622,18,Kareem Jackson,94,39,52,0.0,2022
1623,19,Taylor Rapp,92,34,50,0.0,2022
1624,20,Damar Hamlin,91,28,54,1.5,2022
1625,21,Tyrann Mathieu,91,27,58,1.0,2022
1626,22,Taron Johnson,90,23,53,0.0,2022
1627,23,Leighton Vander Esch,90,36,47,1.0,2022
1628,24,Maxx Crosby,89,31,49,12.5,2022
1629,0,Desmond King,89,30,49,0.0,2022
1630,1,Jordan Whitehead,89,31,51,0.0,2022
1631,2,Darrick Forrest,88,32,49,0.0,2022
1632,3,Willie Gay Jr.,88,37,42,2.5,2022
1633,4,Jalen Ramsey,88,24,57,2.0,2022
1634,5,Malcolm Rodriguez,87,25,42,1.0,2022
1635,6,Jaylon Smith,87,41,39,1.0,2022
1636,7,Charvarius Ward,87,28,48,0.0,2022
1637,8,Duron Harmon,86,23,56,0.0,2022
1638,9,David Long,86,34,37,0.0,2022
1639,10,Nick Scott,86,30,51,0.0,2022
1640,11,Xavier Woods,86,33,46,0.0,2022
1641,12,Rasul Douglas,85,16,61,1.0,2022
1642,13,Harrison Smith,85,19,60,0.0,2022
1643,14,Jaylinn Hawkins,84,39,41,0.0,2022
1644,15,Roger McCreary,84,14,64,0.0,2022
1645,16,Kamren Curl,83,25,54,1.0,2022
1646,17,Denzel Perryman,83,29,48,1.0,2022
1647,18,Justin Reid,83,24,50,1.0,2022
1648,19,Mike Edwards,82,30,45,1.0,2022
1649,20,Kerby Joseph,82,27,49,0.0,2022
1650,21,Devin Bush,81,37,37,0.0,2022
1651,22,Camryn Bynum,81,32,43,0.0,2022
1652,23,Eddie Jackson,80,21,56,0.0,2022
1653,24,D.J. Reed,80,17,58,0.0,2022
1654,0,Pete Werner,80,24,55,0.0,2022
1655,1,Antoine Winfield Jr.,80,16,53,4.0,2022
1656,2,Deommodore Lenoir,79,25,47,1.0,2022
1657,3,Robert Spillane,79,27,40,1.0,2022
1658,4,Kyle Dugger,78,28,39,1.0,2022
1659,5,Kaden Elliss,78,35,35,7.0,2022
1660,6,Vonn Bell,77,24,44,1.0,2022
1661,7,Jayron Kearse,77,22,51,2.0,2022
1662,8,Bobby McCain,76,22,48,0.0,2022
1663,9,Kenneth Murray,76,26,37,1.0,2022
1664,10,Sauce Gardner,75,24,46,0.0,2022
1665,11,Mike Jackson,75,12,58,0.0,2022
1666,12,DeForest Buckner,74,30,34,8.0,2022
1667,13,Divine Deablo,74,36,35,0.0,2022
1668,14,Christian Harris,74,28,38,1.0,2022
1669,15,Cameron Heyward,74,35,31,10.5,2022
1670,16,Andre Cisco,73,24,43,1.0,2022
1671,17,Jeff Okudah,73,14,50,0.0,2022
1672,18,Nate Hobbs,72,15,52,1.0,2022
1673,19,Kader Kohou,72,9,58,0.0,2022
1674,20,Jessie Bates,71,33,33,0.0,2022
1675,21,Quandre Diggs,71,21,42,0.0,2022
1676,22,Kyler Gordon,71,16,48,0.0,2022
1677,23,Marlon Humphrey,71,18,49,3.0,2022
1678,24,Devin McCourty,71,17,46,0.0,2022
1679,0,Sione Takitaki,71,35,33,1.0,2022
1680,1,Juan Thornhill,71,28,38,1.0,2022
1681,2,Coby Bryant,70,18,45,2.0,2022
1682,3,Myles Bryant,70,25,41,0.0,2022
1683,4,Tyson Campbell,70,15,52,0.0,2022
1684,5,Jeremy Chinn,70,19,46,1.0,2022
1685,6,Terrell Edmunds,70,29,38,2.0,2022
1686,7,Ben Niemann,70,32,26,0.0,2022
1687,8,Jeremiah Owusu-Koramoah,70,26,34,0.0,2022
1688,9,Zach Sieler,70,29,32,3.5,2022
1689,10,Grover Stewart,70,26,33,4.0,2022
1690,11,Kwon Alexander,69,27,36,0.5,2022
1691,12,Troy Andersen,69,29,32,0.0,2022
1692,13,Cole Holcomb,69,32,33,0.0,2022
1693,14,Jonathan Jones,69,13,50,0.0,2022
1694,15,Justin Simmons,69,27,34,0.0,2022
1695,16,Jahlani Tavai,69,32,26,1.5,2022
1696,17,B.J. Hill,68,38,24,3.0,2022
1697,18,Dexter Lawrence,68,33,25,7.5,2022
1698,19,Derrick Brown,67,37,24,1.0,2022
1699,20,C.J. Gardner-Johnson,67,6,55,1.0,2022
1700,21,Troy Hill,67,22,43,0.0,2022
1701,22,Stephon Gilmore,66,13,46,0.0,2022
1702,23,Danielle Hunter,66,19,39,11.5,2022
1703,24,Cameron Jordan,66,26,32,8.5,2022
1704,0,Fabian Moreau,66,16,44,0.0,2022
1705,1,Ryan Neal,66,21,42,1.0,2022
1706,2,Uchenna Nwosu,66,24,35,9.5,2022
1707,3,Patrick Peterson,66,10,50,0.0,2022
1708,4,Adrian Phillips,66,29,26,0.0,2022
1709,5,Monty Rice,66,27,30,0.0,2022
1710,6,Jonathan Allen,65,21,37,7.5,2022
1711,7,Carlton Davis,65,12,46,0.0,2022
1712,8,Damarri Mathis,65,11,51,0.0,2022
1713,9,Kenny Moore II,65,15,47,1.0,2022
1714,10,Micah Parsons,65,23,36,13.5,2022
1715,11,Dylan Cole,64,22,33,1.0,2022
1716,12,Demarcus Lawrence,64,22,38,6.0,2022
1717,13,Daron Payne,64,32,27,11.5,2022
1718,14,Jack Sanborn,64,14,37,2.0,2022
1719,15,Brian Burns,63,29,30,12.5,2022
1720,16,Michael Carter II,63,13,40,0.0,2022
1721,17,Martin Emerson,63,12,47,1.0,2022
1722,18,Alex Highsmith,63,25,35,14.5,2022
1723,19,Keanu Neal,63,22,34,0.5,2022
1724,20,Jordan Poyer,63,19,36,0.0,2022
1725,21,E.J. Speed,63,26,32,1.0,2022
1726,22,Tariq Woolen,63,17,45,0.0,2022
1727,23,Andrew Adams,62,18,37,0.0,2022
1728,24,Nasir Adderley,62,23,33,0.0,2022
1729,0,Michael Davis,62,14,41,1.0,2022
1730,1,Davon Godchaux,62,37,15,1.5,2022
1731,2,Kyle Hamilton,62,16,41,2.0,2022
1732,3,Malik Hooker,62,18,39,0.0,2022
1733,4,Tashaun Gipson,61,18,39,0.5,2022
1734,5,Grady Jarrett,61,31,25,6.0,2022
1735,6,Jaelan Phillips,61,24,34,7.0,2022
1736,7,Joe Thomas,61,26,29,1.0,2022
1737,8,Marcus Williams,61,17,41,0.0,2022
1738,9,Johnathan Abram,60,18,37,0.0,2022
1739,10,Paulson Adebo,60,9,47,0.0,2022
1740,11,Myles Garrett,60,23,29,16.0,2022
1741,12,Javon Hargrave,60,23,31,11.0,2022
1742,13,Mike Hilton,60,12,41,0.0,2022
1743,14,Sam Hubbard,60,26,31,6.5,2022
1744,15,Matt Judon,60,24,32,15.5,2022
1745,16,Marcus Maye,60,18,34,0.0,2022
1746,17,Jabrill Peppers,60,25,26,0.0,2022
1747,18,Chandon Sullivan,60,15,39,0.0,2022
1748,19,Pat Surtain II,60,14,41,0.0,2022
1749,20,Trevon Diggs,59,9,47,0.0,2022
1750,21,Leonard Floyd,59,28,25,9.0,2022
1751,22,Myles Hartsfield,59,15,43,0.0,2022
1752,23,Luke Masterson,59,29,21,0.0,2022
1753,24,Arthur Maulet,59,21,36,2.0,2022
1754,0,Micah McFadden,59,23,25,2.0,2022
1755,1,Preston Smith,59,21,29,8.5,2022
1756,2,Deatrich Wise,59,26,28,7.5,2022
1757,3,Anthony Barr,58,23,33,1.0,2022
1758,4,Lorenzo Carter,58,29,25,4.0,2022
1759,5,Alohi Gilman,58,23,32,0.0,2022
1760,6,C.J. Henderson,58,8,46,0.0,2022
1761,7,Harrison Phillips,58,30,20,1.5,2022
1762,8,Darnell Savage,58,15,38,0.0,2022
1763,9,Marco Wilson,58,14,40,0.0,2022
1764,10,Josh Allen,57,22,26,7.0,2022
1765,11,Jamel Dean,57,12,41,0.0,2022
1766,12,Will Harris,57,13,40,0.0,2022
1767,13,Dane Jackson,57,8,40,0.0,2022
1768,14,Lamarcus Joyner,57,27,28,0.0,2022
1769,15,Asante Samuel Jr.,57,9,45,0.0,2022
1770,16,Jaire Alexander,56,13,37,0.0,2022
1771,17,DaVon Hamilton,56,29,24,2.5,2022
1772,18,Sebastian Joseph-Day,56,29,22,2.0,2022
1773,19,Eric Rowe,56,14,36,2.0,2022
1774,20,Tre'von Moehrig,55,18,35,0.0,2022
1775,21,Darius Slay,55,15,38,0.0,2022
1776,22,Cam Taylor-Britt,55,14,39,0.0,2022
1777,23,Quinnen Williams,55,20,31,12.0,2022
1778,24,DaRon Bland,54,16,37,0.0,2022
1779,0,Yetur Gross-Matos,54,36,15,2.5,2022
1780,1,Jeffery Simmons,54,29,24,7.5,2022
1781,2,Kenny Clark,53,26,19,4.0,2022
1782,3,Carl Granderson,53,23,26,5.5,2022
1783,4,Denzel Ward,53,11,37,0.0,2022
1784,5,Darious Williams,53,18,30,0.0,2022
1785,6,Kendall Fuller,52,16,35,0.0,2022
1786,7,Jaycee Horn,52,15,35,0.0,2022
1787,8,Aidan Hutchinson,52,18,28,9.5,2022
1788,9,Justin Jones,52,24,21,3.0,2022
1789,10,Steven Nelson,52,13,33,1.0,2022
1790,11,Jarran Reed,52,23,21,2.5,2022
1791,12,Rodney Thomas,52,18,31,0.0,2022
1792,13,Nick Bosa,51,10,37,18.5,2022
1793,14,Mike Hughes,51,16,31,0.0,2022
1794,15,Adoree' Jackson,51,11,34,0.0,2022
1795,16,Julian Blackmon,50,14,32,1.0,2022
1796,17,Cameron Dantzler,50,5,40,0.0,2022
1797,18,Khalil Mack,50,17,25,8.0,2022
1798,19,Jimmie Ward,50,12,35,0.0,2022
1799,20,,50,0,50,0.0,2022
1800,21,,50,0,50,0.0,2022
1801,22,Eli Apple,49,14,32,0.0,2022
1802,23,Aaron Donald,49,22,19,5.0,2022
1803,24,William Gholston,49,25,21,0.0,2022
1804,0,Brandon Jones,49,23,21,2.0,2022
1805,1,Haason Reddick,49,14,34,16.0,2022
1806,2,Kayvon Thibodeaux,49,16,27,4.0,2022
1807,3,Shy Tuttle,49,23,21,2.0,2022
1808,4,Travon Walker,49,25,20,3.5,2022
1809,5,Broderick Washington,49,24,22,1.0,2022
1810,6,Jaylen Watson,49,12,35,0.0,2022
1811,7,Jonathon Cooper,48,25,17,2.0,2022
1812,8,Tony Fields II,48,19,24,0.0,2022
1813,9,Kristian Fulton,48,13,31,0.0,2022
1814,10,Markus Golden,48,26,19,2.5,2022
1815,11,Kamu Grugier-Hill,48,10,31,0.0,2022
1816,12,Larry Ogunjobi,48,23,20,1.5,2022
1817,13,Khalen Saunders,48,26,18,3.5,2022
1818,14,Josh Sweat,48,17,24,11.0,2022
1819,15,Levi Wallace,48,15,30,0.0,2022
1820,16,Zach Allen,47,24,17,5.5,2022
1821,17,Derrick Barnes,47,20,22,1.0,2022
1822,18,Bryce Callahan,47,13,32,0.0,2022
1823,19,Damone Clark,47,18,25,0.0,2022
1824,20,Dre'Mont Jones,47,23,19,6.5,2022
1825,21,Jaylon Jones,47,14,28,0.0,2022
1826,22,Cory Littleton,47,19,25,0.5,2022
1827,23,Chad Muma,47,19,26,1.5,2022
1828,24,Marcus Peters,47,12,32,1.0,2022
1829,0,A.J. Terrell,47,11,30,0.0,2022
1830,1,Andrew Van Ginkel,47,23,22,0.5,2022
1831,2,Isaiah Buggs,46,25,19,1.0,2022
1832,3,Akeem Davis-Gaither,46,16,26,0.0,2022
1833,4,Jonas Griffith,46,20,24,0.0,2022
1834,5,Lawrence Guy,46,28,12,2.0,2022
1835,6,Amani Hooker,46,7,32,0.0,2022
1836,7,Anthony Nelson,46,20,23,5.5,2022
1837,8,Jacob Phillips,46,17,23,2.0,2022
1838,9,Montez Sweat,46,19,24,8.0,2022
1839,10,Alontae Taylor,46,7,37,0.0,2022
1840,11,Kyle Van Noy,46,16,23,5.0,2022
1841,12,,46,0,46,0.0,2022
1842,13,,46,0,46,0.0,2022
1843,14,,46,0,46,1.0,2022
1844,15,Jayon Brown,45,16,22,0.0,2022
1845,16,Tae Crowder,45,19,19,1.0,2022
1846,17,Darren Hall,45,16,27,0.0,2022
1847,18,DeAndre Houston-Carson,45,19,19,0.0,2022
1848,19,Xavien Howard,45,10,29,0.0,2022
1849,20,Xavier McKinney,45,16,25,1.0,2022
1850,21,Kwity Paye,45,13,31,6.0,2022
1851,22,Mike Purcell,45,24,16,1.5,2022
1852,23,Duke Riley,45,20,19,1.0,2022
1853,24,Roy Robertson-Harris,45,17,23,3.0,2022
1854,0,Leonard Williams,45,19,20,2.5,2022
1855,1,Rock Ya-Sin,45,8,33,0.0,2022
1856,2,,45,0,45,0.0,2022
1857,3,,45,0,45,0.0,2022
1858,4,,45,0,45,0.0,2022
1859,5,Azeez Al-Shaair,44,24,19,0.0,2022
1860,6,James Bradberry,44,5,35,0.0,2022
1861,7,Rudy Ford,44,13,30,0.0,2022
1862,8,Antonio Hamilton,44,4,37,0.0,2022
1863,9,Shelby Harris,44,20,17,2.0,2022
1864,10,Chris Jones,44,14,23,15.5,2022
1865,11,Deion Jones,44,19,20,2.5,2022
1866,12,Trent McDuffie,44,16,25,1.0,2022
1867,13,Bilal Nichols,44,28,8,1.5,2022
1868,14,Ogbo Okoronkwo,44,12,21,5.0,2022
1869,15,Amani Oruwariye,44,8,33,0.0,2022
1870,16,K'Waun Williams,44,14,24,1.0,2022
1871,17,,44,0,44,0.0,2022
1872,18,Fletcher Cox,43,20,21,7.0,2022
1873,19,Darius Harris,43,20,22,1.5,2022
1874,20,Derion Kendrick,43,7,36,0.0,2022
1875,21,Dean Lowry,43,20,17,0.5,2022
1876,22,Avonte Maddox,43,15,24,1.0,2022
1877,23,Nick McCloud,43,8,28,1.5,2022
1878,24,Isaiah McDuffie,43,16,19,0.0,2022
1879,0,Osa Odighizuwa,43,16,24,4.0,2022
1880,1,David Onyemata,43,18,18,5.0,2022
1881,2,Odafe Oweh,43,13,26,3.0,2022
1882,3,Sheldon Rankins,43,18,21,3.0,2022
1883,4,Za'Darius Smith,43,12,25,9.0,2022
1884,5,Derek Stingley Jr.,43,8,33,1.0,2022
1885,6,Cameron Sutton,43,8,31,0.0,2022
1886,7,Jihad Ward,43,15,20,3.0,2022
1887,8,,43,0,43,0.0,2022
1888,9,Anthony Brown,42,9,32,0.0,2022
1889,10,Rasheem Green,42,15,19,3.5,2022
1890,11,Jerry Jacobs,42,5,30,1.0,2022
1891,12,Joshua Kalu,42,18,21,0.0,2022
1892,13,Justin Madubuike,42,17,22,5.5,2022
1893,14,Josh Metellus,42,9,30,0.0,2022
1894,15,Greg Newsome II,42,11,28,0.5,2022
1895,16,Adetokunbo Ogundeji,42,23,15,2.0,2022
1896,17,A'Shawn Robinson,42,20,18,0.0,2022
1897,18,Benjamin St-Juste,42,8,34,2.0,2022
1898,19,Dalvin Tomlinson,42,22,14,2.5,2022
1899,20,Kaiir Elam,41,12,29,0.0,2022
1900,21,Boye Mafe,41,13,22,3.0,2022
1901,22,Alim McNeill,41,24,13,1.0,2022
1902,23,Jason Pinnock,41,7,28,1.5,2022
1903,24,M.J. Stewart,41,11,27,0.0,2022
1904,0,Tavierre Thomas,41,18,20,0.0,2022
1905,1,,41,0,41,1.0,2022
1906,2,Abdullah Anderson,40,25,12,1.0,2022
1907,3,Roderic Teamer,40,15,23,0.0,2022
1908,4,Joe Tryon-Shoyinka,40,17,22,4.0,2022
1909,5,Joshua Williams,40,11,27,0.0,2022
1910,6,,40,0,40,1.0,2022
1911,7,Andrew Billings,39,21,15,1.0,2022
1912,8,Bradley Chubb,39,19,16,8.0,2022
1913,9,Frank Clark,39,14,21,5.0,2022
1914,10,Carlos Dunlap,39,14,23,4.0,2022
1915,11,Marcus Jones,39,5,29,0.0,2022
1916,12,Terrance Mitchell,39,8,29,0.0,2022
1917,13,J.J. Watt,39,9,27,12.5,2022
1918,14,T.J. Watt,39,12,20,5.5,2022
1919,15,Al Woods,39,12,22,2.0,2022
1920,16,Oren Burks,38,23,13,0.5,2022
1921,17,Morgan Fox,38,14,17,6.5,2022
1922,18,John Franklin-Myers,38,22,12,5.0,2022
1923,19,Darnay Holmes,38,10,28,0.0,2022
1924,20,Chandler Jones,38,17,19,4.5,2022
1925,21,DaQuan Jones,38,16,15,2.0,2022
1926,22,Amik Robertson,38,9,25,1.0,2022
1927,23,Geno Stone,38,4,26,0.0,2022
1928,24,Damien Wilson,38,15,19,2.0,2022
1929,0,D.J. Wonnum,38,11,19,4.0,2022
1930,1,,38,0,38,0.0,2022
1931,2,,38,0,38,0.0,2022
1932,3,,38,0,38,1.0,2022
1933,4,Maliek Collins,37,10,19,3.5,2022
1934,5,Matthew Ioannidis,37,20,13,1.0,2022
1935,6,Isaiah Oliver,37,12,21,1.0,2022
1936,7,Greg Rousseau,37,10,23,8.0,2022
1937,8,Logan Ryan,37,13,22,0.0,2022
1938,9,Brandon Stephens,37,6,28,0.5,2022
1939,10,Tanner Vallejo,37,17,12,0.0,2022
1940,11,DeShawn Williams,37,16,17,4.5,2022
1941,12,Milton Williams,37,18,17,4.0,2022
1942,13,Andrew Wingard,37,10,22,0.0,2022
1943,14,Calais Campbell,36,18,16,5.5,2022
1944,15,Micheal Clemons,36,14,20,2.5,2022
1945,16,Samson Ebukam,36,15,16,5.0,2022
1946,17,Jordan Elliott,36,17,14,2.0,2022
1947,18,Greg Gaines,36,20,14,4.0,2022
1948,19,Tre Herndon,36,9,26,0.0,2022
1949,20,Michael Hoecht,36,13,21,4.5,2022
1950,21,Roy Lopez,36,16,16,1.0,2022
1951,22,Byron Murphy,36,7,26,0.5,2022
1952,23,Bradley Roby,36,7,28,0.0,2022
1953,24,Sam Webb,36,10,25,0.0,2022
1954,0,Mack Wilson,36,21,11,1.5,2022
1955,1,,36,0,36,0.0,2022
1956,2,Chidobe Awuzie,35,6,27,0.0,2022
1957,3,Leo Chenal,35,16,17,1.0,2022
1958,4,Poona Ford,35,13,18,3.0,2022
1959,5,Justin Hollins,35,16,16,3.5,2022
1960,6,Jerry Hughes,35,14,19,9.0,2022
1961,7,Donte Jackson,35,3,29,0.0,2022
1962,8,Jaylon Johnson,35,7,25,0.0,2022
1963,9,David Mayo,35,21,13,1.0,2022
1964,10,Raekwon McMillan,35,9,25,1.0,2022
1965,11,Armon Watts,35,17,15,1.0,2022
1966,12,,35,0,35,0.0,2022
1967,13,,35,0,35,0.0,2022
1968,14,,35,0,35,0.0,2022
1969,15,,35,0,35,0.0,2022
1970,16,Reed Blankenship,34,14,19,0.0,2022
1971,17,Brandon Graham,34,15,16,11.0,2022
1972,18,Ta'Quon Graham,34,19,13,0.0,2022
1973,19,D.J. Jones,34,12,16,2.0,2022
1974,20,Ed Oliver,34,14,15,2.5,2022
1975,21,Isaiah Rodgers,34,10,23,0.0,2022
1976,22,Teair Tart,34,14,13,1.5,2022
1977,23,Kindle Vildor,34,13,19,0.0,2022
1978,24,,34,0,34,0.0,2022
1979,0,,34,0,34,1.0,2022
1980,1,Cornell Armstrong,33,11,19,0.0,2022
1981,2,Dorance Armstrong,33,16,15,8.5,2022
1982,3,Bryan Cook,33,11,21,1.0,2022
1983,4,Raekwon Davis,33,20,13,1.0,2022
1984,5,Neville Gallimore,33,17,14,1.0,2022
1985,6,George Karlaftis,33,15,17,6.0,2022
1986,7,Carl Lawson,33,15,17,7.0,2022
1987,8,Rakeem Nunez-Roches,33,14,14,2.0,2022
1988,9,Jeremy Reaves,33,13,15,0.0,2022
1989,10,Nathan Shepherd,33,17,10,1.5,2022
1990,11,,33,0,33,0.0,2022
1991,12,,33,0,33,0.0,2022
1992,13,,33,0,33,0.0,2022
1993,14,,33,0,33,0.0,2022
1994,15,Keion Crossen,32,12,17,0.0,2022
1995,16,Tyrel Dodson,32,10,18,1.0,2022
1996,17,Rashan Gary,32,11,17,6.0,2022
1997,18,Trey Hendrickson,32,10,19,8.0,2022
1998,19,Jaquan Johnson,32,16,14,0.0,2022
1999,20,DeMarcus Walker,32,9,19,7.0,2022
2000,21,,32,0,32,0.0,2022
2001,22,Shaquil Barrett,31,11,18,3.0,2022
2002,23,Dane Belton,31,7,23,0.0,2022
2003,24,Sean Murphy-Bunting,31,12,15,0.0,2022
2004,0,Marquise Copeland,31,15,11,1.0,2022
2005,1,Kingsley Enagbare,31,13,16,3.0,2022
2006,2,Leki Fotu,31,18,8,0.0,2022
2007,3,Dennis Gardeck,31,9,18,1.0,2022
2008,4,Trevis Gipson,31,14,16,3.0,2022
2009,5,Malik Harrison,31,11,18,0.0,2022
2010,6,Shaq Lawson,31,12,16,3.5,2022
2011,7,Jalen Mills,31,5,22,0.0,2022
2012,8,Dayo Odeyingbo,31,13,16,5.0,2022
2013,9,Duke Shelley,31,8,21,0.0,2022
2014,10,Tedarrell Slaton,31,16,9,0.0,2022
2015,11,Vita Vea,31,16,15,6.5,2022
2016,12,,31,0,31,0.0,2022
2017,13,John Cominsky,30,12,18,4.0,2022
2018,14,Arnold Ebiketie,30,9,19,2.5,2022
2019,15,Jack Jones,30,5,23,0.0,2022
2020,16,Dominique Robinson,30,11,16,1.5,2022
2021,17,,30,0,30,1.0,2022
2022,18,Tre Avery,29,6,22,0.0,2022
2023,19,Krys Barnes,29,12,13,1.0,2022
2024,20,Josh Bynes,29,10,16,1.0,2022
2025,21,Marcus Davenport,29,13,12,0.5,2022
2026,22,Dee Delaney,29,4,22,0.0,2022
2027,23,Justin Evans,29,12,14,0.0,2022
2028,24,Shaquill Griffin,29,6,21,0.0,2022
2029,0,Chris Harris,29,3,24,1.0,2022
2030,1,Marquis Haynes,29,9,19,5.0,2022
2031,2,Quinton Jefferson,29,12,14,5.5,2022
2032,3,Danny Johnson,29,9,16,1.0,2022
2033,4,Jermaine Johnson II,29,11,14,2.5,2022
2034,5,Marshon Lattimore,29,9,20,0.0,2022
2035,6,DeAngelo Malone,29,11,15,1.0,2022
2036,7,Al-Quadin Muhammad,29,14,11,1.0,2022
2037,8,Yannick Ngakoue,29,11,15,9.5,2022
2038,9,James Pierre,29,8,19,0.0,2022
2039,10,Kentavius Street,29,16,12,3.5,2022
2040,11,Keith Taylor,29,5,23,0.0,2022
2041,12,Chris Wormley,29,16,8,0.5,2022
2042,13,Jadeveon Clowney,28,14,11,2.0,2022
2043,14,Michael Dogbe,28,14,12,0.0,2022
2044,15,Brandon Facyson,28,2,24,0.0,2022
2045,16,Rashad Fenton,28,7,20,0.0,2022
2046,17,Jack Gibbens,28,12,11,0.0,2022
2047,18,Elijah Hicks,28,13,12,0.0,2022
2048,19,Bruce Irvin,28,10,17,3.5,2022
2049,20,Josh Jones,28,5,21,0.0,2022
2050,21,Tanoh Kpassagnon,28,13,13,2.0,2022
2051,22,Hassan Ridgeway,28,14,12,1.0,2022
2052,23,Khyiris Tonga,28,16,10,0.5,2022
2053,24,K'Von Wallace,28,7,20,0.0,2022
2054,0,Alex Wright,28,15,11,0.0,2022
2055,1,Denico Autry,27,10,14,8.0,2022
2056,2,Michael Danna,27,18,8,5.0,2022
2057,3,Tre Flowers,27,7,19,0.0,2022
2058,4,Dante Fowler Jr.,27,5,20,6.0,2022
2059,5,Timmy Horne,27,14,8,0.0,2022
2060,6,Anfernee Jennings,27,12,14,1.5,2022
2061,7,Patrick Jones II,27,11,15,4.0,2022
2062,8,Arden Key,27,11,13,4.5,2022
2063,9,Eric Murray,27,9,14,0.0,2022
2064,10,D.J. Reader,27,9,10,0.0,2022
2065,11,Josh Uche,27,4,18,11.5,2022
2066,12,Rashad Weaver,27,9,14,5.5,2022
2067,13,Matthew Adams,26,9,13,0.0,2022
2068,14,Montravius Adams,26,14,7,0.0,2022
2069,15,Justin Bethel,26,9,14,0.0,2022
2070,16,Taven Bryan,26,15,7,3.0,2022
2071,17,Blake Cashman,26,7,16,3.0,2022
2072,18,Clelin Ferrell,26,18,5,2.0,2022
2073,19,Cordale Flott,26,11,12,0.0,2022
2074,20,Jourdan Lewis,26,9,17,1.0,2022
2075,21,Mike Pennel,26,10,12,0.0,2022
2076,22,Jason Pierre-Paul,26,9,15,3.0,2022
2077,23,Malcolm Roach,26,12,11,1.0,2022
2078,24,Josiah Scott,26,7,18,0.0,2022
2079,0,Eric Stokes,26,5,18,0.0,2022
2080,1,Darrell Taylor,26,4,20,9.5,2022
2081,2,Solomon Thomas,26,13,11,0.5,2022
2082,3,Carlos Watkins,26,13,10,0.0,2022
2083,4,P.J. Williams,26,9,16,0.0,2022
2084,5,,26,0,26,0.0,2022
2085,6,,26,0,26,0.0,2022
2086,7,Jon Bostic,25,14,10,0.0,2022
2087,8,Dee Alford,25,7,18,0.5,2022
2088,9,Jake Hansen,25,10,12,1.0,2022
2089,10,Bryan Mone,25,10,8,0.0,2022
2090,11,Derrick Nnadi,25,14,8,0.0,2022
2091,12,Malik Reed,25,17,6,1.0,2022
2092,13,Cameron Sample,25,8,14,2.0,2022
2093,14,Daniel Sorensen,25,10,14,0.0,2022
2094,15,Casey Toohill,25,12,11,1.0,2022
2095,16,Markus Bailey,24,6,16,0.0,2022
2096,17,Christian Benford,24,7,16,0.0,2022
2097,18,Baron Browning,24,10,11,5.0,2022
2098,19,Zach Cunningham,24,9,10,0.0,2022
2099,20,Foley Fatukasi,24,11,12,1.5,2022
2100,21,Tomon Fox,24,9,12,1.0,2022
2101,22,Ronnie Harrison,24,8,15,0.5,2022
2102,23,Travis Jones,24,10,9,1.0,2022
2103,24,Zyon McCollum,24,6,17,0.0,2022
2104,0,Efe Obada,24,10,11,4.0,2022
2105,1,John Ridgeway,24,15,6,0.0,2022
2106,2,Jace Whittaker,24,9,14,0.0,2022
2107,3,Damarion Williams,24,9,13,0.0,2022
2108,4,Oshane Ximines,24,9,11,2.0,2022
2109,5,Christian Barmore,23,11,9,2.5,2022
2110,6,Josh Blackwell,23,7,15,0.0,2022
2111,7,Jonathan Bullard,23,6,11,0.0,2022
2112,8,Zachary Carter,23,13,7,0.5,2022
2113,9,Akayleb Evans,23,4,18,0.0,2022
2114,10,Breiden Fehoko,23,13,10,0.0,2022
2115,11,Kurt Hinish,23,12,6,1.0,2022
2116,12,Tony Jefferson,23,7,16,0.0,2022
2117,13,Carl Nassib,23,8,14,3.5,2022
2118,14,Keisean Nixon,23,5,17,0.0,2022
2119,15,Tre Norwood,23,6,15,0.0,2022
2120,16,Myjai Sanders,23,6,13,3.0,2022
2121,17,James Smith-Williams,23,11,10,3.0,2022
2122,18,Kevin Strong,23,9,11,0.0,2022
2123,19,Jonah Williams,23,12,8,0.5,2022
2124,20,Nahshon Wright,23,6,17,0.0,2022
2125,21,Terrel Bernard,22,11,7,0.0,2022
2126,22,Angelo Blackson,22,12,7,0.0,2022
2127,23,Cobie Durant,22,7,14,1.0,2022
2128,24,Justin Ellis,22,17,4,1.0,2022
2129,0,Demetrius Flannigan-Fowles,22,9,10,1.0,2022
2130,1,Chauncey Golston,22,9,8,1.0,2022
2131,2,Akiem Hicks,22,9,11,1.0,2022
