,concat_index,Player,FF,FR,FR TD,season_year
2232,3,Tipa Galeai,0,0,0,2022
2233,4,Neville Gallimore,0,0,0,2022
2234,5,Michael Gallup,0,0,0,2022
2235,6,Graham Gano,0,0,0,2022
2236,7,Elijah Garcia,0,0,0,2022
2237,8,Max Garcia,0,0,0,2022
2238,9,Sauce Gardner,0,0,0,2022
2239,10,C.J. Gardner-Johnson,0,0,0,2022
2240,11,Jonathan Garvin,0,0,0,2022
2241,12,DeMarquis Gates,0,0,0,2022
2242,13,Matt Gay,0,0,0,2022
2243,14,Willie Gay Jr.,0,1,0,2022
2244,15,Joe Gaziano,0,0,0,2022
2245,16,Allan George,0,0,0,2022
2246,17,Jake Gervase,0,0,0,2022
2247,18,William Gholston,0,1,0,2022
2248,19,Jack Gibbens,0,0,0,2022
2249,20,Ulysees Gilbert,0,0,0,2022
2250,21,Zyon Gilbert,0,0,0,2022
2251,22,Joe Giles-Harris,0,0,0,2022
2252,23,Jamie Gillan,0,0,0,2022
2253,24,Cullen Gillaspia,0,0,0,2022
2254,0,Reggie Gilliam,0,0,0,2022
2255,1,Stephon Gilmore,0,0,0,2022
2256,2,Tashaun Gipson,0,0,0,2022
2257,3,Trevis Gipson,0,0,0,2022
2258,4,Kevin Givens,0,0,0,2022
2259,5,Davon Godchaux,0,0,0,2022
2260,6,Chris Godwin,0,0,0,2022
2261,7,Luke Goedeke,0,0,0,2022
2262,8,Dallas Goedert,0,0,0,2022
2263,9,Jared Goff,0,0,0,2022
2264,10,Markus Golden,0,0,0,2022
2265,11,Chauncey Golston,0,0,0,2022
2266,12,Adam Gotsis,0,1,0,2022
2267,13,Robbie Gould,0,0,0,2022
2268,14,Ta'Quon Graham,0,1,0,2022
2269,15,Thomas Graham Jr.,0,0,0,2022
2270,16,Carl Granderson,0,1,0,2022
2271,17,Kylen Granson,0,1,0,2022
2272,18,Danny Gray,0,0,0,2022
2273,19,J.T. Gray,0,0,0,2022
2274,20,Noah Gray,0,0,0,2022
2275,21,A.J. Green,0,0,0,2022
2276,22,Kenyon Green,0,0,0,2022
2277,23,Rasheem Green,0,0,0,2022
2278,24,Jonathan Greenard,0,1,0,2022
2279,0,Shaq Thompson,0,0,0,2022
2280,1,Ryan Griffin,0,0,0,2022
2281,2,Shaquill Griffin,0,0,0,2022
2282,3,Jonas Griffith,0,0,0,2022
2283,4,Yetur Gross-Matos,0,2,0,2022
2284,5,Kamu Grugier-Hill,0,0,0,2022
2285,6,Jeffrey Gunter,0,0,0,2022
2286,7,Lawrence Guy,0,0,0,2022
2287,8,Matt Haack,0,0,0,2022
2288,9,Nate Hairston,0,0,0,2022
2289,10,Troy Hairston,0,0,0,2022
2290,11,Grant Haley,0,0,0,2022
2291,12,Breece Hall,0,0,0,2022
2292,13,Kemon Hall,0,0,0,2022
2293,14,Logan Hall,0,0,0,2022
2294,15,Tyler Hall,0,0,0,2022
2295,16,C.J. Ham,0,0,0,2022
2296,17,Antonio Hamilton,0,0,0,2022
2297,18,La'Darius Hamilton,0,0,0,2022
2298,19,Johnathan Hankins,0,0,0,2022
2299,20,Chase Hansen,0,0,0,2022
2300,21,Josh Harris,0,0,0,2022
2301,22,Daniel Hardy,0,0,0,2022
2302,23,Darius Harris,0,1,0,2022
2303,24,Davontae Harris,0,0,0,2022
2304,0,Demone Harris,0,0,0,2022
2305,1,Erik Harris,0,0,0,2022
2306,2,Jacob Harris,0,0,0,2022
2307,3,Jonathan Harris,0,0,0,2022
2308,4,Marcell Harris,0,0,0,2022
2309,5,Najee Harris,0,0,0,2022
2310,6,Shelby Harris,0,0,0,2022
2311,7,Malik Harrison,0,0,0,2022
2312,8,Ronnie Harrison,0,0,0,2022
2313,9,Penny Hart,0,0,0,2022
2314,10,Hassan Haskins,0,0,0,2022
2315,11,JaMycal Hasty,0,0,0,2022
2316,12,Rob Havenstein,0,0,0,2022
2317,13,Tae Hayes,0,0,0,2022
2318,14,Marquis Haynes,0,1,1,2022
2319,15,Casey Hayward,0,0,0,2022
2320,16,Peyton Hendershot,0,0,0,2022
2321,17,Darrell Henderson,0,0,0,2022
2322,18,Thomas Hennessy,0,0,0,2022
2323,19,Matt Henningsen,0,0,0,2022
2324,20,Hunter Henry,0,0,0,2022
2325,21,Justin Herbert,0,0,0,2022
2326,22,Khalil Herbert,0,0,0,2022
2327,23,Malik Herring,0,1,0,2022
2328,24,Parker Hesse,0,0,0,2022
2329,0,Connor Heyward,0,0,0,2022
2330,1,Akiem Hicks,0,0,0,2022
2331,2,Tyler Higbee,0,0,0,2022
2332,3,Trysten Hill,0,0,0,2022
2333,4,Daxton Hill,0,0,0,2022
2334,5,Justice Hill,0,0,0,2022
2335,6,Troy Hill,0,0,0,2022
2336,7,Tyreek Hill,0,0,0,2022
2337,8,Dontrell Hilliard,0,0,0,2022
2338,9,Mike Hilton,0,0,0,2022
2339,10,Nyheim Hines,0,0,0,2022
2340,11,Kurt Hinish,0,0,0,2022
2341,12,Christopher Hinton,0,0,0,2022
2342,13,KhaDarel Hodge,0,0,0,2022
2343,14,Cole Holcomb,0,0,0,2022
2344,15,Mack Hollins,0,0,0,2022
2345,16,Cody Hollister,0,0,0,2022
2346,17,Christian Holmes,0,2,0,2022
2347,18,Jalyn Holmes,0,0,0,2022
2348,19,Malik Hooker,0,1,1,2022
2349,20,Austin Hooper,0,0,0,2022
2350,21,Brycen Hopkins,0,0,0,2022
2351,22,DeAndre Hopkins,0,0,0,2022
2352,23,Dustin Hopkins,0,0,0,2022
2353,24,Jaycee Horn,0,0,0,2022
2354,0,Timmy Horne,0,0,0,2022
2355,1,Zander Horvath,0,0,0,2022
2356,2,Phil Hoskins,0,0,0,2022
2357,3,Travin Howard,0,0,0,2022
2358,4,Xavien Howard,0,2,1,2022
2359,5,Chuba Hubbard,0,0,0,2022
2360,6,Khaleke Hudson,0,0,0,2022
2361,7,JuJu Hughes,0,0,0,2022
2362,8,Mike Hughes,0,0,0,2022
2363,9,Charley Hughlett,0,0,0,2022
2364,10,Jake Hummel,0,0,0,2022
2365,11,Hayden Hurst,0,0,0,2022
2366,12,James Hurst,0,0,0,2022
2367,13,Jalen Hurts,0,0,0,2022
2368,14,Aidan Hutchinson,0,2,0,2022
2369,15,Micah Hyde,0,0,0,2022
2370,16,Kerry Hyder,0,1,0,2022
2371,17,Noah Igbinoghene,0,0,0,2022
2372,18,Godwin Igwebuike,0,0,0,2022
2373,19,Alec Ingold,0,0,0,2022
2374,20,Ed Ingram,0,0,0,2022
2375,21,Ja'Marcus Ingram,0,0,0,2022
2376,22,Keaontay Ingram,0,0,0,2022
2377,23,Bruce Irvin,0,0,0,2022
2378,24,Andy Isabella,0,0,0,2022
2379,0,Joel Iyiegbuniwe,0,0,0,2022
2380,1,Mike Jackson,0,2,0,2022
2381,2,Myles Jack,0,0,0,2022
2382,3,Chris Jackson,0,0,0,2022
2383,4,Deon Jackson,0,0,0,2022
2384,5,DeSean Jackson,0,0,0,2022
2385,6,Donte Jackson,0,0,0,2022
2386,7,Drake Jackson,0,0,0,2022
2387,8,J.C. Jackson,0,0,0,2022
2388,9,Josh Jackson,0,1,0,2022
2389,10,Justin Jackson,0,0,0,2022
2390,11,Kareem Jackson,0,2,0,2022
2391,12,Lamar Jackson,0,0,0,2022
2392,13,Lamar Jackson,0,0,0,2022
2393,14,Theo Jackson,0,0,0,2022
2394,15,William Jackson,0,0,0,2022
2395,16,Josh Jacobs,0,0,0,2022
2396,17,Jerry Jacobs,0,0,0,2022
2397,18,Richie James,0,0,0,2022
2398,19,J.J. Jansen,0,0,0,2022
2399,20,Grady Jarrett,0,0,0,2022
2400,21,Shemar Jean-Charles,0,0,0,2022
2401,22,Justin Jefferson,0,0,0,2022
2402,23,Quinton Jefferson,0,0,0,2022
2403,24,Tony Jefferson,0,0,0,2022
2404,0,Janoris Jenkins,0,0,0,2022
2405,1,John Jenkins,0,0,0,2022
2406,2,Teven Jenkins,0,0,0,2022
2407,3,Jauan Jennings,0,0,0,2022
2408,4,Donovan Jeter,0,0,0,2022
2409,5,Jerry Jeudy,0,0,0,2022
2410,6,Josh Jobe,0,0,0,2022
2411,7,Darryl Johnson,0,0,0,2022
2412,8,Jaquan Johnson,0,0,0,2022
2413,9,Diontae Johnson,0,0,0,2022
2414,10,Ty Johnson,0,0,0,2022
2415,11,Lonnie Johnson,0,0,0,2022
2416,12,A.J. Johnson,0,0,0,2022
2417,13,Austin Johnson,0,0,0,2022
2418,14,Danny Johnson,0,0,0,2022
2419,15,D'Ernest Johnson,0,0,0,2022
2420,16,Eric Johnson,0,1,0,2022
2421,17,Jakob Johnson,0,0,0,2022
2422,18,Jaleel Johnson,0,0,0,2022
2423,19,Juwan Johnson,0,0,0,2022
2424,20,Kyron Johnson,0,0,0,2022
2425,21,Marcus Johnson,0,0,0,2022
2426,22,Nazeeh Johnson,0,0,0,2022
2427,23,Taron Johnson,0,1,0,2022
2428,24,Jermaine Johnson II,0,0,0,2022
2429,0,Clay Johnston,0,0,0,2022
2430,1,Kingsley Jonathan,0,0,0,2022
2431,2,Benito Jones,0,0,0,2022
2432,3,Braxton Jones,0,0,0,2022
2433,4,Christian Jones,0,0,0,2022
2434,5,DaQuan Jones,0,1,0,2022
2435,6,D.J. Jones,0,0,0,2022
2436,7,Jamir Jones,0,0,0,2022
2437,8,Joe Jones,0,0,0,2022
2438,9,Josh Jones,0,1,0,2022
2439,10,Justin Jones,0,1,0,2022
2440,11,Manny Jones,0,0,0,2022
2441,12,Marcus Jones,0,1,0,2022
2442,13,Marvin Jones,0,0,0,2022
2443,14,Naquan Jones,0,0,0,2022
2444,15,Julio Jones,0,0,0,2022
2445,16,Sidney Jones,0,0,0,2022
2446,17,Taiwan Jones,0,0,0,2022
2447,18,Tim Jones,0,0,0,2022
2448,19,Tony Jones,0,0,0,2022
2449,20,Travis Jones,0,0,0,2022
2450,21,Patrick Jones II,0,0,0,2022
2451,22,Velus Jones Jr.,0,0,0,2022
2452,23,Brevin Jordan,0,0,0,2022
2453,24,Greg Joseph,0,0,0,2022
2454,0,Linval Joseph,0,0,0,2022
2455,1,Lamarcus Joyner,0,1,0,2022
2456,2,Gregory Junior,0,0,0,2022
2457,3,Khalid Kareem,0,0,0,2022
2458,4,George Karlaftis,0,2,0,2022
2459,5,Ted Karras,0,0,0,2022
2460,6,Damontae Kazee,0,0,0,2022
2461,7,Travis Kelce,0,0,0,2022
2462,8,Marcus Kemp,0,0,0,2022
2463,9,Derion Kendrick,0,0,0,2022
2464,10,Eric Kendricks,0,1,1,2022
2465,11,Devon Kennard,0,0,0,2022
2466,12,Tom Kennedy,0,0,0,2022
2467,13,Arden Key,0,1,0,2022
2468,14,Ko Kieft,0,0,0,2022
2469,15,Miles Killebrew,0,0,0,2022
2470,16,Desmond King,0,2,0,2022
2471,17,Javon Kinlaw,0,0,0,2022
2472,18,Christian Kirk,0,0,0,2022
2473,19,Christian Kirksey,0,1,0,2022
2474,20,A.J. Klein,0,0,0,2022
2475,21,Dawson Knox,0,0,0,2022
2476,22,Jonathan Kongbo,0,0,0,2022
2477,23,Malcolm Koonce,0,0,0,2022
2478,24,Tanoh Kpassagnon,0,0,0,2022
2479,0,Casey Kreiter,0,0,0,2022
2480,1,Tyler Kroft,0,0,0,2022
2481,2,Jake Kumerow,0,0,0,2022
2482,3,Christian Kuntz,0,0,0,2022
2483,4,Cooper Kupp,0,0,0,2022
2484,5,William Kwenkeu,0,0,0,2022
2485,6,Nick Kwiatkoski,0,0,0,2022
2486,7,Quentin Lake,0,0,0,2022
2487,8,CeeDee Lamb,0,0,0,2022
2488,9,Josh Lambo,0,0,0,2022
2489,10,Trey Lance,0,0,0,2022
2490,11,Nate Landman,0,0,0,2022
2491,12,Jarvis Landry,0,0,0,2022
2492,13,Harvey Langi,0,0,0,2022
2493,14,Marshon Lattimore,0,0,0,2022
2494,15,Trevor Lawrence,0,0,0,2022
2495,16,Justin Layne,0,0,0,2022
2496,17,Raheem Layne,0,0,0,2022
2497,18,Allen Lazard,0,0,0,2022
2498,19,DeMarvin Leal,0,0,0,2022
2499,20,Dallin Leavitt,0,0,0,2022
2500,21,Jeremiah Ledbetter,0,0,0,2022
2501,22,Jonathan Ledbetter,0,0,0,2022
2502,23,Elijah Lee,0,1,0,2022
2503,24,Deommodore Lenoir,0,0,0,2022
2504,0,Shaquille Leonard,0,0,0,2022
2505,1,Nick Leverett,0,0,0,2022
2506,2,Corey Levin,0,0,0,2022
2507,3,Cam Lewis,0,0,0,2022
2508,4,Damien Lewis,0,0,0,2022
2509,5,Jourdan Lewis,0,0,0,2022
2510,6,Terrell Lewis,0,0,0,2022
2511,7,Isaiah Likely,0,0,0,2022
2512,8,Chris Lindstrom,0,0,0,2022
2513,9,Corey Linsley,0,0,0,2022
2514,10,Greg Little,0,0,0,2022
2515,11,Cory Littleton,0,0,0,2022
2516,12,Devin Lloyd,0,2,0,2022
2517,13,Tyler Lockett,0,0,0,2022
2518,14,Drake London,0,0,0,2022
2519,15,David Long,0,0,0,2022
2520,16,David Long,0,0,0,2022
2521,17,Hunter Long,0,0,0,2022
2522,18,Roy Lopez,0,0,0,2022
2523,19,Isaiahh Loudermilk,0,0,0,2022
2524,20,Rick Lovato,0,0,0,2022
2525,21,Dean Lowry,0,0,0,2022
2526,22,Abraham Lucas,0,0,0,2022
2527,23,Chase Lucas,0,0,0,2022
2528,24,Cornelius Lucas,0,0,0,2022
2529,0,Jesse Luketa,0,0,0,2022
2530,1,James Lynch,0,0,0,2022
2531,2,Greg Mabin,0,0,0,2022
2532,3,Isaiah Mack,0,0,0,2022
2533,4,Justin Madubuike,0,0,0,2022
2534,5,Boye Mafe,0,0,0,2022
2535,6,Patrick Mahomes,0,0,0,2022
2536,7,Jordan Mailata,0,0,0,2022
2537,8,DeAngelo Malone,0,0,0,2022
2538,9,Marcus Mariota,0,0,0,2022
2539,10,Dean Marlowe,0,0,0,2022
2540,11,Terrace Marshall Jr.,0,0,0,2022
2541,12,Blake Martinez,0,0,0,2022
2542,13,Jordan Mason,0,0,0,2022
2543,14,Luke Masterson,0,0,0,2022
2544,15,Tyler Matakevich,0,0,0,2022
2545,16,Damarri Mathis,0,0,0,2022
2546,17,Ross Matiscik,0,0,0,2022
2547,18,Christian Matthew,0,0,0,2022
2548,19,Baker Mayfield,0,0,0,2022
2549,20,David Mayo,0,0,0,2022
2550,21,Trey McBride,0,0,0,2022
2551,22,Marquan McCall,0,0,0,2022
2552,23,Nick McCloud,0,0,0,2022
2553,24,Zyon McCollum,0,0,0,2022
2554,0,Devin McCourty,0,1,0,2022
2555,1,Erik McCoy,0,0,0,2022
2556,2,Roger McCreary,0,0,0,2022
2557,3,Liam McCullough,0,0,0,2022
2558,4,Lance McCutcheon,0,0,0,2022
2559,5,Isaiah McDuffie,0,0,0,2022
2560,6,Kaleb McGary,0,0,0,2022
2561,7,Connor McGovern,0,0,0,2022
2562,8,T.Y. McGill,0,0,0,2022
2563,9,Connor McGovern,0,0,0,2022
2564,10,Cameron McGrone,0,0,0,2022
2565,11,Isaiah McKenzie,0,0,0,2022
2566,12,Sean McKeon,0,1,0,2022
2567,13,Takk McKinley,0,0,0,2022
2568,14,Verone McKinley III,0,0,0,2022
2569,15,Jerick McKinnon,0,0,0,2022
2570,16,J.D. McKissic,0,0,0,2022
2571,17,Tre' McKitty,0,0,0,2022
2572,18,Terry McLaurin,0,0,0,2022
2573,19,Rodney McLeod,0,1,0,2022
2574,20,Racey McMath,0,0,0,2022
2575,21,Raekwon McMillan,0,1,1,2022
2576,22,Ja'Quan McMillian,0,0,0,2022
2577,23,Alim McNeill,0,0,0,2022
2578,24,Zech McPhearson,0,0,0,2022
2579,0,Evan McPherson,0,0,0,2022
2580,1,Steven Means,0,0,0,2022
2581,2,Quinn Meinerz,0,0,0,2022
2582,3,Ifeatu Melifonwu,0,0,0,2022
2583,4,DK Metcalf,0,0,0,2022
2584,5,Josh Metellus,0,0,0,2022
2585,6,Jakobi Meyers,0,0,0,2022
2586,7,Matt Milano,0,2,0,2022
2587,8,Herb Miller,0,0,0,2022
2588,9,Scott Miller,0,0,0,2022
2589,10,Davis Mills,0,0,0,2022
2590,11,Jalen Mills,0,0,0,2022
2591,12,Gardner Minshew,0,0,0,2022
2592,13,DaMarcus Mitchell,0,0,0,2022
2593,14,Joe Mixon,0,0,0,2022
2594,15,David Moa,0,0,0,2022
2595,16,Tre'von Moehrig,0,0,0,2022
2596,17,Elijah Molden,0,0,0,2022
2597,18,Henry Mondeaux,0,0,0,2022
2598,19,Bryan Mone,0,0,0,2022
2599,20,Darnell Mooney,0,0,0,2022
2600,21,Chris Moore,0,0,0,2022
2601,22,C.J. Moore,0,1,0,2022
2602,23,D.J. Moore,0,0,0,2022
2603,24,Elijah Moore,0,0,0,2022
2604,0,Nick Moore,0,0,0,2022
2605,1,Kenny Moore II,0,0,0,2022
2606,2,Skyy Moore,0,0,0,2022
2607,3,Tarvarius Moore,0,0,0,2022
2608,4,Fabian Moreau,0,0,0,2022
2609,5,Stanley Morgan,0,0,0,2022
2610,6,Nicholas Morrow,0,0,0,2022
2611,7,Mitch Morse,0,0,0,2022
2612,8,Thomas Morstead,0,0,0,2022
2613,9,Arron Mosby,0,0,0,2022
2614,10,Emmanuel Moseley,0,0,0,2022
2615,11,C.J. Mosley,0,1,0,2022
2616,12,Zack Moss,0,0,0,2022
2617,13,Raheem Mostert,0,0,0,2022
2618,14,Taylor Moton,0,0,0,2022
2619,15,Israel Mukuamu,0,0,0,2022
2620,16,Chad Muma,0,0,0,2022
2621,17,Larrell Murchison,0,0,0,2022
2622,18,Byron Murphy,0,2,1,2022
2623,19,Eric Murray,0,0,0,2022
2624,20,Tanner Muse,0,0,0,2022
2625,21,Chris Myarick,0,0,0,2022
2626,22,Jason Myers,0,0,0,2022
2627,23,Jalen Nailor,0,0,0,2022
2628,24,Hamsah Nasirildeen,0,0,0,2022
2629,0,Carl Nassib,0,1,0,2022
2630,1,Evan Neal,0,0,0,2022
2631,2,Keanu Neal,0,0,0,2022
2632,3,Siran Neal,0,0,0,2022
2633,4,Nik Needham,0,0,0,2022
2634,5,Quenton Nelson,0,0,0,2022
2635,6,Royce Newman,0,0,0,2022
2636,7,Greg Newsome II,0,0,0,2022
2637,8,Bilal Nichols,0,0,0,2022
2638,9,Rayshad Nichols,0,0,0,2022
2639,10,Ben Niemann,0,1,0,2022
2640,11,Nick Niemann,0,0,0,2022
2641,12,Daviyon Nixon,0,0,0,2022
2642,13,Derrick Nnadi,0,0,0,2022
2643,14,Josh Norman,0,0,0,2022
2644,15,Andrew Norwell,0,0,0,2022
2645,16,Tre Norwood,0,0,0,2022
2646,17,Rakeem Nunez-Roches,0,0,0,2022
2647,18,Kene Nwangwu,0,0,0,2022
2648,19,Efe Obada,0,0,0,2022
2649,20,Pat O'Connor,0,0,0,2022
2650,21,Dayo Odeyingbo,0,0,0,2022
2651,22,George Odum,0,0,0,2022
2652,23,Emmanuel Ogbah,0,0,0,2022
2653,24,Amen Ogbongbemiga,0,0,0,2022
2654,0,Otito Ogbonnia,0,0,0,2022
2655,1,Dare Ogunbowale,0,1,0,2022
2656,2,Adetokunbo Ogundeji,0,0,0,2022
2657,3,Larry Ogunjobi,0,0,0,2022
2658,4,Chigoziem Okonkwo,0,0,0,2022
2659,5,Chukwuma Okorafor,0,0,0,2022
2660,6,Sam Okuayinonu,0,0,0,2022
2661,7,Julian Okwara,0,0,0,2022
2662,8,Romeo Okwara,0,0,0,2022
2663,9,Isaiah Oliver,0,0,0,2022
2664,10,Josh Oliver,0,0,0,2022
2665,11,Qadree Ollison,0,0,0,2022
2666,12,Gunner Olszewski,0,0,0,2022
2667,13,Segun Olubi,0,0,0,2022
2668,14,Joshua Onujiogu,0,0,0,2022
2669,15,David Onyemata,0,1,0,2022
2670,16,Amani Oruwariye,0,1,0,2022
2671,17,Matthew Orzech,0,0,0,2022
2672,18,Joseph Ossai,0,2,1,2022
2673,19,Esezi Otomewo,0,0,0,2022
2674,20,Cade Otton,0,0,0,2022
2675,21,Matt Overton,0,0,0,2022
2676,22,Jonathan Owens,0,0,0,2022
2677,23,Isiah Pacheco,0,0,0,2022
2678,24,Dylan Parham,0,0,0,2022
2679,0,AJ Parker,0,0,0,2022
2680,1,DeVante Parker,0,0,0,2022
2681,2,Will Parks,0,0,0,2022
2682,3,Zach Pascal,0,0,0,2022
2683,4,Joshua Paschal,0,0,0,2022
2684,5,Aaron Patrick,0,0,0,2022
2685,6,Cordarrelle Patterson,0,0,0,2022
2686,7,Kwity Paye,0,1,0,2022
2687,8,Daron Payne,0,1,0,2022
2688,9,Kyle Peko,0,0,0,2022
2689,10,Donovan Peoples-Jones,0,0,0,2022
2690,11,Jabrill Peppers,0,1,0,2022
2691,12,Bryce Perkins,0,0,0,2022
2692,13,Roderick Perry II,0,0,0,2022
2693,14,Denzel Perryman,0,0,0,2022
2694,15,Corey Peters,0,0,0,2022
2695,16,Patrick Peterson,0,0,0,2022
2696,17,Nicholas Petit-Frere,0,0,0,2022
2697,18,Dante Pettis,0,0,0,2022
2698,19,Adrian Phillips,0,0,0,2022
2699,20,Darius Phillips,0,0,0,2022
2700,21,Del'Shawn Phillips,0,0,0,2022
2701,22,Jacob Phillips,0,0,0,2022
2702,23,Jordan Phillips,0,0,0,2022
2703,24,George Pickens,0,0,0,2022
2704,0,Kenny Pickett,0,0,0,2022
2705,1,Dameon Pierce,0,0,0,2022
2706,2,James Pierre,0,0,0,2022
2707,3,Kevin Pierre-Louis,0,0,0,2022
2708,4,Jason Pierre-Paul,0,0,0,2022
2709,5,Eddy Pineiro,0,0,0,2022
2710,6,Jared Pinkney,0,0,0,2022
2711,7,Danny Pinter,0,0,0,2022
2712,8,Jalen Pitre,0,0,0,2022
2713,9,Michael Pittman,0,0,0,2022
2714,10,Isaiah Pola-Mao,0,0,0,2022
2715,11,Tony Pollard,0,0,0,2022
2716,12,Benning Potoa'e,0,0,0,2022
2717,13,Ben Powers,0,0,0,2022
2718,14,Adam Prentice,0,0,0,2022
2719,15,Billy Price,0,0,0,2022
2720,16,Bobby Price,0,0,0,2022
2721,17,Byron Pringle,0,0,0,2022
2722,18,James Proche,0,0,0,2022
2723,19,Mike Purcell,0,1,0,2022
2724,20,David Quessenberry,0,0,0,2022
2725,21,Robert Quinn,0,0,0,2022
2726,22,Teagan Quitoriano,0,0,0,2022
2727,23,Kevin Rader,0,0,0,2022
2728,24,Reggie Ragland,0,0,0,2022
2729,0,Taylor Rapp,0,1,0,2022
2730,1,Wyatt Ray,0,0,0,2022
2731,2,Jalen Reagor,0,0,0,2022
2732,3,Jeremy Reaves,0,0,0,2022
2733,4,Will Redmond,0,0,0,2022
2734,5,Malik Reed,0,0,0,2022
2735,6,Jalen Reeves-Maybin,0,1,0,2022
2736,7,Justin Reid,0,0,0,2022
2737,8,Riley Reiff,0,0,0,2022
2738,9,Hunter Renfrow,0,0,0,2022
2739,10,Josh Reynolds,0,0,0,2022
2740,11,Jon Rhattigan,0,0,0,2022
2741,12,Luke Rhodes,0,0,0,2022
2742,13,Xavier Rhodes,0,0,0,2022
2743,14,Forrest Rhyne,0,0,0,2022
2744,15,Patrick Ricard,0,0,0,2022
2745,16,Giovanni Ricci,0,0,0,2022
2746,17,Monty Rice,0,0,0,2022
2747,18,Hassan Ridgeway,0,0,0,2022
2748,19,Duke Riley,0,0,0,2022
2749,20,Elijah Riley,0,0,0,2022
2750,21,Christian Ringo,0,0,0,2022
2751,22,Malcolm Roach,0,0,0,2022
2752,23,Elandon Roberts,0,0,0,2022
2753,24,Sam Roberts,0,0,0,2022
2754,0,Roy Robertson-Harris,0,0,0,2022
2755,1,Aaron Robinson,0,0,0,2022
2756,2,A'Shawn Robinson,0,0,0,2022
2757,3,Demarcus Robinson,0,0,0,2022
2758,4,Dominique Robinson,0,0,0,2022
2759,5,Mark Robinson,0,0,0,2022
2760,6,Brian Robinson,0,0,0,2022
2761,7,Bradley Roby,0,2,0,2022
2762,8,Quincy Roche,0,0,0,2022
2763,9,Isaac Rochell,0,0,0,2022
2764,10,Robert Rochell,0,1,0,2022
2765,11,Armani Rogers,0,0,0,2022
2766,12,Josh Ross,0,0,0,2022
2767,13,Bravvion Roy,0,0,0,2022
2768,14,Christian Rozeboom,0,0,0,2022
2769,15,Cesar Ruiz,0,0,0,2022
2770,16,Chris Rumph II,0,0,0,2022
2771,17,Anthony Rush,0,0,0,2022
2772,18,J.J. Russell,0,0,0,2022
2773,19,Matt Ryan,0,0,0,2022
2774,20,Cameron Sample,0,0,0,2022
2775,21,Curtis Samuel,0,0,0,2022
2776,22,Deebo Samuel,0,0,0,2022
2777,23,Asante Samuel Jr.,0,1,0,2022
2778,24,Jack Sanborn,0,1,0,2022
2779,0,Jason Sanders,0,0,0,2022
2780,1,Eric Saubert,0,1,0,2022
2781,2,Khalen Saunders,0,0,0,2022
2782,3,Darnell Savage,0,1,0,2022
2783,4,Patrick Scales,0,0,0,2022
2784,5,Michael Schofield,0,0,0,2022
2785,6,Brenden Schooler,0,2,0,2022
2786,7,Dalton Schultz,0,0,0,2022
2787,8,Anthony Schwartz,0,0,0,2022
2788,9,Boston Scott,0,0,0,2022
2789,10,Josiah Scott,0,0,0,2022
2790,11,Deadrin Senat,0,0,0,2022
2791,12,Kevon Seymour,0,1,0,2022
2792,13,Khalil Shakir,0,0,0,2022
2793,14,Tyler Shatley,0,0,0,2022
2794,15,Brandon Shell,0,0,0,2022
2795,16,Duke Shelley,0,0,0,2022
2796,17,Coleman Shelton,0,0,0,2022
2797,18,Nathan Shepherd,0,0,0,2022
2798,19,Trent Sherfield,0,0,0,2022
2799,20,Jamien Sherwood,0,0,0,2022
2800,21,Trent Sieg,0,0,0,2022
2801,22,Cam Sims,0,0,0,2022
2802,23,Devin Singletary,0,0,0,2022
2803,24,Arryn Siposs,0,0,0,2022
2804,0,Dan Skipper,0,0,0,2022
2805,1,Ben Skowronek,0,0,0,2022
2806,2,Matt Skura,0,0,0,2022
2807,3,Matthew Slater,0,0,0,2022
2808,4,Darius Slayton,0,0,0,2022
2809,5,Tedarrell Slaton,0,0,0,2022
2810,6,Darius Slay,0,0,0,2022
2811,7,Joey Slye,0,0,0,2022
2812,8,Tanzel Smart,0,0,0,2022
2813,9,Stone Smartt,0,0,0,2022
2814,10,Andre Smith,0,0,0,2022
2815,11,Irv Smith,0,0,0,2022
2816,12,Saivion Smith,0,0,0,2022
2817,13,Brandon Smith,0,0,0,2022
2818,14,Elerson G. Smith,0,0,0,2022
2819,15,Geno Smith,0,0,0,2022
2820,16,Jaylon Smith,0,1,0,2022
2821,17,Keith Smith,0,0,0,2022
2822,18,Roquan Smith,0,0,0,2022
2823,19,Shi Smith,0,0,0,2022
2824,20,T.J. Smith,0,0,0,2022
2825,21,Tre'Quan Smith,0,0,0,2022
2826,22,Trey Smith,0,0,0,2022
2827,23,Tyler Smith,0,0,0,2022
2828,24,JuJu Smith-Schuster,0,0,0,2022
2829,0,James Smith-Williams,0,0,0,2022
2830,1,Durham Smythe,0,0,0,2022
2831,2,Benny Snell,0,0,0,2022
2832,3,Daniel Sorensen,0,0,0,2022
2833,4,Baylon Spector,0,0,0,2022
2834,5,Akeem Spence,0,0,0,2022
2835,6,Robert Spillane,0,0,0,2022
2836,7,Matthew Stafford,0,0,0,2022
2837,8,Taylor Stallworth,0,0,0,2022
2838,9,Ronnie Stanley,0,0,0,2022
2839,10,Equanimeous St. Brown,0,0,0,2022
2840,11,Terence Steele,0,0,0,2022
2841,12,Brandon Stephens,0,0,0,2022
2842,13,Caden Sterns,0,0,0,2022
2843,14,Rhamondre Stevenson,0,0,0,2022
2844,15,Grover Stewart,0,1,0,2022
2845,16,Jarrett Stidham,0,0,0,2022
