,concat_index,Player,FF,FR,FR TD,season_year
0,0,Shaquille Leonard,8,2,0,2021
1,1,Joey Bosa,7,0,0,2021
2,2,Josh Norman,7,0,0,2021
3,3,Chandler Jones,6,1,0,2021
4,4,Robert Quinn,5,0,0,2021
5,5,T.J. Watt,5,3,0,2021
6,6,Nick Bosa,4,0,0,2021
7,7,Aaron Donald,4,0,0,2021
8,8,Trevis Gipson,4,1,0,2021
9,9,Markus Golden,4,2,0,2021
10,10,Mike Hughes,4,1,1,2021
11,11,Isaiah Simmons,4,0,0,2021
12,12,Shaquil Barrett,3,2,0,2021
13,13,Vonn Bell,3,1,0,2021
14,14,Ja'Whaun Bentley,3,0,0,2021
15,15,Marcus Davenport,3,1,0,2021
16,16,Ashtyn Davis,3,0,0,2021
17,17,Dante Fowler Jr.,3,0,0,2021
18,18,Randy Gregory,3,1,0,2021
19,19,Trey Hendrickson,3,0,0,2021
20,20,Derwin James,3,0,0,2021
21,21,Terrance Mitchell,3,0,0,2021
22,22,Odafe Oweh,3,2,0,2021
23,23,Micah Parsons,3,0,0,2021
24,24,James Pierre,3,0,0,2021
25,0,Eric Rowe,3,0,0,2021
26,1,Montez Sweat,3,0,0,2021
27,2,Quincy Williams,3,0,0,2021
28,3,Tyrell Adams,2,0,0,2021
29,4,Mario Addison,2,0,0,2021
30,5,Tyus Bowser,2,0,0,2021
31,6,Bashaud Breeland,2,0,0,2021
32,7,Brian Burns,2,0,0,2021
33,8,Kevin Byard,2,1,1,2021
34,9,De'Vondre Campbell,2,1,0,2021
35,10,Tevaughn Campbell,2,1,1,2021
36,11,Lorenzo Carter,2,1,0,2021
37,12,Andre Cisco,2,0,0,2021
38,13,Frank Clark,2,0,0,2021
39,14,Jadeveon Clowney,2,0,0,2021
40,15,Fletcher Cox,2,1,1,2021
41,16,Michael Danna,2,0,0,2021
42,17,Lavonte David,2,1,0,2021
43,18,Rashan Gary,2,1,0,2021
44,19,Jonathan Greenard,2,0,0,2021
45,20,Kamu Grugier-Hill,2,0,0,2021
46,21,Charles Harris,2,0,0,2021
47,22,Cole Holcomb,2,1,0,2021
48,23,Xavien Howard,2,2,1,2021
49,24,Jerry Hughes,2,0,0,2021
50,0,Quinton Jefferson,2,0,0,2021
51,1,D.J. Jones,2,0,0,2021
52,2,Cameron Jordan,2,0,0,2021
53,3,Damontae Kazee,2,0,0,2021
54,4,Demarcus Lawrence,2,0,0,2021
55,5,Avonte Maddox,2,0,0,2021
56,6,Jake Martin,2,0,0,2021
57,7,C.J. Mosley,2,0,0,2021
58,8,Yannick Ngakoue,2,0,0,2021
59,9,Uchenna Nwosu,2,1,0,2021
60,10,Ogbo Okoronkwo,2,0,0,2021
61,11,Jeremiah Owusu-Koramoah,2,0,0,2021
62,12,Jason Pinnock,2,0,0,2021
63,13,Germaine Pratt,2,2,0,2021
64,14,Haason Reddick,2,1,0,2021
65,15,Jarran Reed,2,1,0,2021
66,16,Malik Reed,2,1,0,2021
67,17,Jalen Reeves-Maybin,2,1,0,2021
68,18,Elandon Roberts,2,0,0,2021
69,19,A'Shawn Robinson,2,0,0,2021
70,20,Logan Ryan,2,1,0,2021
71,21,Preston Smith,2,1,0,2021
72,22,Davion Taylor,2,0,0,2021
73,23,Solomon Thomas,2,0,0,2021
74,24,Kyle Van Noy,2,1,0,2021
75,0,Armon Watts,2,0,0,2021
76,1,Tershawn Wharton,2,0,0,2021
77,2,Kyzir White,2,0,0,2021
78,3,Leonard Williams,2,1,0,2021
79,4,Marco Wilson,2,0,0,2021
80,5,Antoine Winfield Jr.,2,3,0,2021
81,6,Xavier Woods,2,0,0,2021
82,7,Chase Young,2,0,0,2021
83,8,Kenny Young,2,1,0,2021
84,9,Nasir Adderley,1,1,0,2021
85,10,Kwon Alexander,1,1,0,2021
86,11,Dakota Allen,1,0,0,2021
87,12,Josh Allen,1,1,0,2021
88,13,Azeez Al-Shaair,1,2,0,2021
89,14,Ugo Amadi,1,0,0,2021
90,15,J.J. Arcega-Whiteside,1,0,0,2021
91,16,Jerome Baker,1,0,0,2021
92,17,Tarell Basham,1,1,0,2021
93,18,Nick Bellore,1,0,0,2021
94,19,Justin Bethel,1,0,0,2021
95,20,Henry Black,1,0,0,2021
96,21,Ross Blacklock,1,0,0,2021
97,22,Julian Blackmon,1,0,0,2021
98,23,A.J. Bouye,1,0,0,2021
99,24,Anthony Brown,1,0,0,2021
100,0,Myles Bryant,1,0,0,2021
101,1,Sean Murphy-Bunting,1,0,0,2021
102,2,Devin Bush,1,1,0,2021
103,3,Sean Chandler,1,0,0,2021
104,4,Jeremy Chinn,1,1,0,2021
105,5,Kenny Clark,1,1,0,2021
106,6,Ross Cockrell,1,0,0,2021
107,7,Dylan Cole,1,0,0,2021
108,8,AJ Cole,1,0,0,2021
109,9,Landon Collins,1,2,0,2021
110,10,Christian Covington,1,0,0,2021
111,11,Keion Crossen,1,0,0,2021
112,12,Tae Crowder,1,0,0,2021
113,13,Dane Cruikshank,1,0,0,2021
114,14,Zach Cunningham,1,0,0,2021
115,15,Dominique Dafney,1,0,0,2021
116,16,DeeJay Dallas,1,0,0,2021
117,17,Cameron Dantzler,1,0,0,2021
118,18,Frank Darby,1,0,0,2021
119,19,Jalen Davis,1,0,0,2021
120,20,Akeem Davis-Gaither,1,0,0,2021
121,21,Grant Delpit,1,0,0,2021
122,22,Pierre Desir,1,0,0,2021
123,23,Rasul Douglas,1,0,0,2021
124,24,Carlos Dunlap,1,0,0,2021
125,0,Bud Dupree,1,0,0,2021
126,1,Samson Ebukam,1,0,0,2021
127,2,Mike Edwards,1,0,0,2021
128,3,Rashaan Evans,1,1,0,2021
129,4,Kyler Fackrell,1,1,0,2021
130,5,George Fant,1,0,0,2021
131,6,Matthias Farley,1,1,0,2021
132,7,Demetric Felton,1,0,0,2021
133,8,Rashad Fenton,1,0,0,2021
134,9,Minkah Fitzpatrick,1,0,0,2021
135,10,Trey Flowers,1,1,0,2021
136,11,Leonard Floyd,1,1,0,2021
137,12,Dee Ford,1,0,0,2021
138,13,Leki Fotu,1,0,0,2021
139,14,Morgan Fox,1,1,0,2021
140,15,John Franklin-Myers,1,0,0,2021
141,16,Myles Garrett,1,1,1,2021
142,17,Mark Gilbert,1,0,0,2021
143,18,Kevin Givens,1,0,0,2021
144,19,Davon Godchaux,1,0,0,2021
145,20,Richie Grant,1,1,0,2021
146,21,Everson Griffen,1,0,0,2021
147,22,Shaquill Griffin,1,0,0,2021
148,23,Yetur Gross-Matos,1,0,0,2021
149,24,Joe Haden,1,1,0,2021
150,0,Will Harris,1,0,0,2021
151,1,Javon Hargrave,1,0,0,2021
152,2,Shelby Harris,1,0,0,2021
153,3,Rob Havenstein,1,0,0,2021
154,4,Cameron Heyward,1,1,0,2021
155,5,Jordan Hicks,1,2,0,2021
156,6,Alex Highsmith,1,0,0,2021
157,7,Mike Hilton,1,0,0,2021
158,8,Nate Hobbs,1,0,0,2021
159,9,Justin Hollins,1,0,0,2021
160,10,Travis Homer,1,1,0,2021
161,11,Amani Hooker,1,0,0,2021
162,12,Justin Houston,1,1,0,2021
163,13,Sam Hubbard,1,2,0,2021
164,14,Marlon Humphrey,1,0,0,2021
165,15,Micah Hyde,1,2,0,2021
166,16,Melvin Ingram,1,0,0,2021
167,17,Joel Iyiegbuniwe,1,0,0,2021
168,18,Donte Jackson,1,0,0,2021
169,19,Eddie Jackson,1,0,0,2021
170,20,J.C. Jackson,1,0,0,2021
171,21,Tarron Jackson,1,0,0,2021
172,22,Jerry Jacobs,1,0,0,2021
173,23,Jesse James,1,0,0,2021
174,24,Janoris Jenkins,1,0,0,2021
175,0,Malcolm Jenkins,1,0,0,2021
176,1,Josey Jewell,1,0,0,2021
177,2,Danny Johnson,1,0,0,2021
178,3,Dontae Johnson,1,2,0,2021
179,4,Jaylon Johnson,1,0,0,2021
180,5,John Johnson,1,0,0,2021
181,6,Taron Johnson,1,0,0,2021
182,7,Tyron Johnson,1,0,0,2021
183,8,Clay Johnston,1,0,0,2021
184,9,Brandon Jones,1,2,0,2021
185,10,Byron Jones,1,0,0,2021
186,11,Chris Jones,1,0,0,2021
187,12,DaQuan Jones,1,0,0,2021
188,13,Deion Jones,1,0,0,2021
189,14,Dre'Mont Jones,1,1,0,2021
190,15,Khalid Kareem,1,1,0,2021
191,16,Kingsley Keke,1,0,0,2021
192,17,Desmond King,1,0,0,2021
193,18,Dawson Knox,1,0,0,2021
194,19,Tanoh Kpassagnon,1,0,0,2021
195,20,Nick Kwiatkoski,1,0,0,2021
196,21,Harold Landry,1,0,0,2021
197,22,Dexter Lawrence,1,0,0,2021
198,23,Cam Lewis,1,0,0,2021
199,24,Jourdan Lewis,1,2,0,2021
200,0,Terrell Lewis,1,0,0,2021
201,1,Frankie Luvu,1,3,0,2021
202,2,Blake Lynch,1,1,0,2021
203,3,Jake Matthews,1,0,0,2021
204,4,Arthur Maulet,1,0,0,2021
205,5,Takk McKinley,1,0,0,2021
206,6,Steve McLendon,1,0,0,2021
207,7,Von Miller,1,0,0,2021
208,8,Elijah Molden,1,1,0,2021
209,9,Bryan Mone,1,0,0,2021
210,10,A.J. Moore,1,0,0,2021
211,11,Kenny Moore II,1,0,0,2021
212,12,Foster Moreau,1,1,0,2021
213,13,Al-Quadin Muhammad,1,0,0,2021
214,14,Byron Murphy,1,1,0,2021
215,15,Carl Nassib,1,0,0,2021
216,16,Siran Neal,1,1,0,2021
217,17,Rakeem Nunez-Roches,1,0,0,2021
218,18,Dayo Odeyingbo,1,0,0,2021
219,19,George Odum,1,1,0,2021
220,20,Emmanuel Ogbah,1,1,0,2021
221,21,Alec Ogletree,1,0,0,2021
222,22,Azeez Ojulari,1,0,0,2021
223,23,Alex Okafor,1,0,0,2021
224,24,Julian Okwara,1,1,0,2021
225,0,Ed Oliver,1,0,0,2021
226,1,Isaiah Oliver,1,1,0,2021
227,2,Qadree Ollison,1,0,0,2021
228,3,Foye Oluokun,1,0,0,2021
229,4,AJ Parker,1,0,0,2021
230,5,Kwity Paye,1,2,0,2021
231,6,Kyle Peko,1,0,0,2021
232,7,Denzel Perryman,1,2,0,2021
233,8,Adrian Phillips,1,0,0,2021
234,9,Michael Pierce,1,0,0,2021
235,10,Jason Pierre-Paul,1,0,0,2021
236,11,Patrick Queen,1,1,0,2021
237,12,David Quessenberry,1,0,0,2021
238,13,Jalen Ramsey,1,1,0,2021
239,14,Wyatt Ray,1,0,0,2021
240,15,Justin Reid,1,0,0,2021
241,16,Sheldon Richardson,1,1,0,2021
242,17,Hassan Ridgeway,1,0,0,2021
243,18,Christian Ringo,1,1,0,2021
244,19,Alton Robinson,1,0,0,2021
245,20,Quincy Roche,1,0,0,2021
246,21,Greg Rousseau,1,0,0,2021
247,22,Anthony Rush,1,0,0,2021
248,23,Joe Schobert,1,0,0,2021
249,24,Andrew Sendejo,1,1,0,2021
250,0,Zach Sieler,1,2,0,2021
251,1,Alex Singleton,1,0,0,2021
252,2,DeVonta Smith,1,0,0,2021
253,3,Elerson G. Smith,1,0,0,2021
254,4,Harrison Smith,1,0,0,2021
255,5,Dawuane Smoot,1,0,0,2021
256,6,L'Jarius Sneed,1,1,0,2021
257,7,E.J. Speed,1,0,0,2021
258,8,Julian Stanford,1,0,0,2021
259,9,Grover Stewart,1,0,0,2021
260,10,M.J. Stewart,1,0,0,2021
261,11,Kentavius Street,1,0,0,2021
262,12,Grant Stuard,1,0,0,2021
263,13,Cameron Sutton,1,0,0,2021
264,14,Josh Sweat,1,0,0,2021
265,15,Sione Takitaki,1,1,0,2021
266,16,Darrell Taylor,1,0,0,2021
267,17,Keith Taylor,1,0,0,2021
268,18,A.J. Terrell,1,0,0,2021
269,19,Mike Thomas,1,0,0,2021
270,20,Tavierre Thomas,1,0,0,2021
271,21,Juan Thornhill,1,1,0,2021
272,22,Derrek Tuszka,1,0,0,2021
273,23,Shy Tuttle,1,1,0,2021
274,24,Andrew Van Ginkel,1,0,0,2021
275,0,James Vaughters,1,0,0,2021
276,1,Bobby Wagner,1,0,0,2021
277,2,DeMarcus Walker,1,0,0,2021
278,3,Jonathan Ward,1,0,0,2021
279,4,Fred Warner,1,3,0,2021
280,5,J.J. Watt,1,0,0,2021
281,6,Kevin White,1,0,0,2021
282,7,Tre'Davious White,1,1,0,2021
283,8,Jordan Whitehead,1,0,0,2021
284,9,Greedy Williams,1,0,0,2021
285,10,Christian Wilkins,1,1,0,2021
286,11,Avery Williams,1,0,0,2021
287,12,P.J. Williams,1,0,0,2021
288,13,K'Waun Williams,1,0,0,2021
289,14,Marcus Williams,1,0,0,2021
290,15,Jordan Willis,1,0,0,2021
291,16,Damien Wilson,1,0,0,2021
292,17,Logan Wilson,1,0,0,2021
293,18,Deatrich Wise,1,0,0,2021
294,19,D.J. Wonnum,1,0,0,2021
295,20,Chris Wormley,1,0,0,2021
296,21,Rock Ya-Sin,1,1,0,2021
297,22,Jabari Zuniga,1,0,0,2021
298,23,Johnathan Abram,0,1,0,2021
299,24,Andrew Adams,0,0,0,2021
300,0,Davante Adams,0,0,0,2021
301,1,Jamal Adams,0,0,0,2021
302,2,Matthew Adams,0,0,0,2021
303,3,Montravius Adams,0,0,0,2021
304,4,Myles Adams,0,0,0,2021
305,5,Jahleel Addae,0,0,0,2021
306,6,Paulson Adebo,0,0,0,2021
307,7,Ola Adeniyi,0,0,0,2021
308,8,Nelson Agholor,0,0,0,2021
309,9,McTelvin Agim,0,0,0,2021
310,10,Salvon Ahmed,0,0,0,2021
311,11,Landen Akers,0,0,0,2021
312,12,Freedom Akinmoladun,0,0,0,2021
313,13,Jordan Akins,0,0,0,2021
314,14,Jaire Alexander,0,0,0,2021
315,15,Mackensie Alexander,0,0,0,2021
316,16,Robert Alford,0,0,0,2021
317,17,Mo Alie-Cox,0,0,0,2021
318,18,Jonathan Allen,0,0,0,2021
319,19,Josh Allen,0,0,0,2021
320,20,Keenan Allen,0,0,0,2021
321,21,Marcus Allen,0,0,0,2021
322,22,Ricardo Allen,0,0,0,2021
323,23,Zach Allen,0,3,1,2021
324,24,Tyson Alualu,0,0,0,2021
325,0,Danny Amendola,0,0,0,2021
326,1,Adrian Amos,0,0,0,2021
327,2,Bradlee Anae,0,0,0,2021
328,3,Abdullah Anderson,0,0,0,2021
329,4,Henry Anderson,0,0,0,2021
330,5,Robbie Anderson,0,0,0,2021
331,6,Stephen Anderson,0,0,0,2021
332,7,Zayne Anderson,0,0,0,2021
333,8,Mark Andrews,0,0,0,2021
334,9,Eli Ankou,0,0,0,2021
335,10,Alex Anzalone,0,0,0,2021
336,11,Troy Apke,0,0,0,2021
337,12,Eli Apple,0,0,0,2021
338,13,Daniel Archibong,0,0,0,2021
339,14,Alex Armah,0,0,0,2021
340,15,Arik Armstead,0,0,0,2021
341,16,Terron Armstead,0,0,0,2021
342,17,Dorance Armstrong,0,1,1,2021
343,18,Damon Arnette,0,0,0,2021
344,19,Grayland Arnold,0,0,0,2021
345,20,Jeremiah Attaochu,0,0,0,2021
346,21,Antony Auclair,0,0,0,2021
347,22,Blessuan Austin,0,0,0,2021
348,23,Tavon Austin,0,0,0,2021
349,24,Denico Autry,0,0,0,2021
350,0,Anthony Averett,0,0,0,2021
351,1,Genard Avery,0,0,0,2021
352,2,Chidobe Awuzie,0,0,0,2021
353,3,Joe Bachie,0,0,0,2021
354,4,Alex Bachman,0,0,0,2021
355,5,Markus Bailey,0,0,0,2021
356,6,Budda Baker,0,1,0,2021
357,7,Deandre Baker,0,0,0,2021
358,8,Kawaan Baker,0,0,0,2021
359,9,Kalen Ballage,0,0,0,2021
360,10,Chris Banjo,0,0,0,2021
361,11,Eric Banks,0,0,0,2021
362,12,Ben Banogu,0,0,0,2021
363,13,Christian Barmore,0,0,0,2021
364,14,Derrick Barnes,0,0,0,2021
365,15,Krys Barnes,0,2,0,2021
366,16,Derek Barnett,0,0,0,2021
367,17,Anthony Barr,0,2,0,2021
368,18,Cody Barton,0,0,0,2021
369,19,Boogie Basham,0,0,0,2021
370,20,Tyler Bass,0,0,0,2021
371,21,Essang Bassey,0,0,0,2021
372,22,Daren Bates,0,0,0,2021
373,23,Jessie Bates,0,1,0,2021
374,24,John Bates,0,0,0,2021
375,0,Zack Baun,0,0,0,2021
376,1,Sam Beal,0,0,0,2021
377,2,Andrew Beck,0,0,0,2021
378,3,Odell Beckham Jr.,0,0,0,2021
379,4,Eno Benjamin,0,0,0,2021
380,5,Travis Benjamin,0,0,0,2021
381,6,Trinity Benson,0,0,0,2021
382,7,Francis Bernard,0,0,0,2021
383,8,Giovani Bernard,0,0,0,2021
384,9,Rashod Berry,0,0,0,2021
385,10,Vince Biegel,0,0,0,2021
386,11,Andrew Billings,0,0,0,2021
387,12,Angelo Blackson,0,0,0,2021
388,13,Marquise Blair,0,0,0,2021
389,14,Ronald Blair,0,1,0,2021
390,15,Christian Blake,0,0,0,2021
391,16,Khari Blasingame,0,0,0,2021
392,17,Amani Bledsoe,0,0,0,2021
393,18,Chris Board,0,0,0,2021
394,19,C.J. Board,0,0,0,2021
395,20,Jacob Bobenmoyer,0,0,0,2021
396,21,Ike Boettger,0,0,0,2021
397,22,Quinton Bohanna,0,0,0,2021
398,23,Corey Bojorquez,0,0,0,2021
399,24,Brandon Bolden,0,0,0,2021
400,0,Curtis Bolton,0,0,0,2021
401,1,Nick Bolton,0,1,1,2021
402,2,Devontae Booker,0,0,0,2021
403,3,Mike Boone,0,0,0,2021
404,4,Dicaprio Bootle,0,0,0,2021
405,5,Breon Borders,0,0,0,2021
406,6,Jon Bostic,0,0,0,2021
407,7,Tashawn Bower,0,0,0,2021
408,8,Kris Boyd,0,1,0,2021
409,9,Tyler Boyd,0,0,0,2021
410,10,Bradley Bozeman,0,0,0,2021
411,11,James Bradberry,0,1,0,2021
412,12,Garrett Bradbury,0,0,0,2021
413,13,Ja'Marcus Bradley,0,0,0,2021
414,14,Shaun Bradley,0,0,0,2021
415,15,Will Bradley-King,0,0,0,2021
416,16,Cameron Brate,0,0,0,2021
417,17,Brady Breeze,0,0,0,2021
418,18,Matt Breida,0,0,0,2021
419,19,Aaron Brewer,0,0,0,2021
420,20,Gary Brightwell,0,0,0,2021
421,21,Justin Britt,0,0,0,2021
422,22,K.J. Britt,0,0,0,2021
423,23,Michael Brockers,0,0,0,2021
424,24,Josiah Bronson,0,0,0,2021
425,0,Jordyn Brooks,0,1,0,2021
426,1,Terrence Brooks,0,0,0,2021
427,2,Antoine Brooks Jr.,0,0,0,2021
428,3,Andrew Brown,0,0,0,2021
429,4,Cameron Brown,0,0,0,2021
430,5,Daniel Brown,0,0,0,2021
431,6,Derrick Brown,0,0,0,2021
432,7,Dyami Brown,0,0,0,2021
433,8,Marquise Brown,0,0,0,2021
434,9,A.J. Brown,0,0,0,2021
435,10,Jayon Brown,0,0,0,2021
436,11,Malcom Brown,0,0,0,2021
437,12,Noah Brown,0,0,0,2021
438,13,Pharaoh Brown,0,0,0,2021
439,14,Spencer Brown,0,0,0,2021
440,15,Tre Brown,0,0,0,2021
441,16,Bobby Brown III,0,0,0,2021
442,17,Baron Browning,0,0,0,2021
443,18,Daniel Brunskill,0,0,0,2021
444,19,Taven Bryan,0,0,0,2021
445,20,Brandin Bryant,0,0,0,2021
446,21,Harrison Bryant,0,0,0,2021
447,22,Austin Bryant,0,0,0,2021
448,23,DeForest Buckner,0,0,0,2021
449,24,Isaiah Buggs,0,0,0,2021
450,0,Jonathan Bullard,0,0,0,2021
451,1,Terrell Burgess,0,0,0,2021
452,2,Rex Burkhead,0,0,0,2021
453,3,Oren Burks,0,0,0,2021
454,4,Artie Burns,0,0,0,2021
455,5,Juston Burris,0,0,0,2021
456,6,Joe Burrow,0,0,0,2021
457,7,Michael Burton,0,0,0,2021
458,8,Deon Bush,0,0,0,2021
459,9,Adam Butler,0,0,0,2021
460,10,Vernon Butler,0,0,0,2021
461,11,Josh Bynes,0,0,0,2021
462,12,Camryn Bynum,0,0,0,2021
463,13,Jason Cabinda,0,0,0,2021
464,14,Yodny Cajuste,0,0,0,2021
465,15,Austin Calitro,0,0,0,2021
466,16,Bryce Callahan,0,0,0,2021
467,17,Calais Campbell,0,1,0,2021
468,18,Elijah Campbell,0,0,0,2021
469,19,Tyson Campbell,0,0,0,2021
470,20,Maurice Canady,0,0,0,2021
471,21,Trenton Cannon,0,0,0,2021
472,22,Joe Cardona,0,0,0,2021
473,23,T.J. Carrie,0,1,0,2021
474,24,Derek Carrier,0,0,0,2021
475,0,Cethan Carter,0,0,0,2021
476,1,DeAndre Carter,0,0,0,2021
477,2,Jermaine Carter,0,1,0,2021
478,3,Michael Carter,0,0,0,2021
479,4,Tory Carter,0,1,0,2021
480,5,Michael Carter II,0,2,0,2021
481,6,Blake Cashman,0,0,0,2021
482,7,Andre Chachere,0,0,0,2021
483,8,K'Lavon Chaisson,0,0,0,2021
484,9,Joseph Charlton,0,0,0,2021
485,10,Taco Charlton,0,0,0,2021
486,11,Ja'Marr Chase,0,0,0,2021
487,12,Anthony Chesley,0,1,0,2021
488,13,Dan Chisena,0,0,0,2021
489,14,Brady Christensen,0,0,0,2021
490,15,Geron Christian,0,0,0,2021
491,16,Marqui Christian,0,0,0,2021
492,17,Cole Christiansen,0,0,0,2021
493,18,Bradley Chubb,0,0,0,2021
494,19,Nick Chubb,0,0,0,2021
495,20,Chuck Clark,0,0,0,2021
496,21,Chris Claybrooks,0,0,0,2021
497,22,Corey Clement,0,0,0,2021
498,23,Ezra Cleveland,0,0,0,2021
499,24,Tyrie Cleveland,0,0,0,2021
500,0,Adrian Colbert,0,0,0,2021
501,1,Keelan Cole,0,0,0,2021
502,2,Matt Cole,0,0,0,2021
503,3,L.J. Collier,0,0,0,2021
504,4,Justin Coleman,0,0,0,2021
505,5,Tevin Coleman,0,0,0,2021
506,6,Jamie Collins,0,1,0,2021
507,7,La'el Collins,0,0,0,2021
508,8,Maliek Collins,0,1,0,2021
509,9,Nico Collins,0,0,0,2021
510,10,Zaven Collins,0,0,0,2021
511,11,Trystan Colon,0,0,0,2021
512,12,John Cominsky,0,0,0,2021
513,13,Tom Compton,0,0,0,2021
514,14,Will Compton,0,0,0,2021
515,15,Jack Conklin,0,0,0,2021
516,16,Chris Conley,0,0,0,2021
517,17,Ryan Connelly,0,0,0,2021
518,18,James Conner,0,0,0,2021
519,19,Jared Cook,0,0,0,2021
520,20,Logan Cooke,0,0,0,2021
521,21,Brandin Cooks,0,0,0,2021
522,22,Jonathon Cooper,0,1,0,2021
523,23,Pharoh Cooper,0,0,0,2021
524,24,Brandon Copeland,0,0,0,2021
525,0,Marquise Copeland,0,0,0,2021
526,1,Austin Corbett,0,0,0,2021
527,2,Doug Costin,0,0,0,2021
528,3,Nathan Cottrell,0,0,0,2021
529,4,Carter Coughlin,0,0,0,2021
530,5,Kirk Cousins,0,0,0,2021
531,6,Jabril Cox,0,0,0,2021
532,7,Morgan Cox,0,0,0,2021
533,8,Tyler Coyle,0,0,0,2021
534,9,River Cracraft,0,1,0,2021
535,10,Xavier Crawford,0,0,0,2021
536,11,Ken Crawley,0,0,0,2021
537,12,Mason Crosby,0,0,0,2021
538,13,Maxx Crosby,0,0,0,2021
539,14,Jamison Crowder,0,0,0,2021
540,15,Jake Curhan,0,0,0,2021
541,16,Kamren Curl,0,1,0,2021
542,17,Dennis Daley,0,0,0,2021
543,18,Andy Dalton,0,0,0,2021
544,19,Scott Daly,0,0,0,2021
545,20,Darrell Daniels,0,0,0,2021
546,21,James Daniels,0,0,0,2021
547,22,Mike Daniels,0,0,0,2021
548,23,Ronald Darby,0,0,0,2021
549,24,Julie'n Davenport,0,0,0,2021
550,0,Marlon Davidson,0,1,0,2021
551,1,Carl Davis,0,0,0,2021
552,2,Carlos Davis,0,0,0,2021
553,3,Carlton Davis,0,1,0,2021
554,4,Cody Davis,0,0,0,2021
555,5,Demario Davis,0,0,0,2021
556,6,Gabe Davis,0,0,0,2021
557,7,Nate Davis,0,0,0,2021
558,8,Jamin Davis,0,0,0,2021
559,9,Jarrad Davis,0,0,0,2021
560,10,Javaris Davis,0,0,0,2021
561,11,Michael Davis,0,2,0,2021
562,12,Mike Davis,0,0,0,2021
563,13,Raekwon Davis,0,0,0,2021
564,14,Shawn Davis,0,0,0,2021
565,15,Tyler Davis,0,0,0,2021
566,16,Tyeler Davison,0,0,0,2021
567,17,Dion Dawkins,0,0,0,2021
568,18,Noah Dawkins,0,0,0,2021
569,19,Sheldon Day,0,0,0,2021
570,20,Divine Deablo,0,1,0,2021
571,21,Jamel Dean,0,0,0,2021
572,22,Donte' Deayon,0,0,0,2021
573,23,Josiah Deguara,0,0,0,2021
574,24,Dee Delaney,0,0,0,2021
575,0,Darqueze Dennard,0,0,0,2021
576,1,Andrew DePaola,0,0,0,2021
577,2,Quandre Diggs,0,0,0,2021
578,3,Stefon Diggs,0,0,0,2021
579,4,Trevon Diggs,0,0,0,2021
580,5,AJ Dillon,0,0,0,2021
581,6,Victor Dimukeje,0,0,0,2021
582,7,Will Dissly,0,0,0,2021
583,8,Riley Dixon,0,0,0,2021
584,9,Tyrel Dodson,0,0,0,2021
585,10,Michael Dogbe,0,1,0,2021
586,11,Myles Dorn,0,0,0,2021
587,12,Phillip Dorsett,0,0,0,2021
588,13,Greg Dortch,0,0,0,2021
589,14,Andrew Dowell,0,0,0,2021
590,15,Kyle Dugger,0,1,0,2021
591,16,Ashton Dulin,0,2,1,2021
592,17,Isaiah Dunn,0,0,0,2021
593,18,Ross Dwelley,0,0,0,2021
594,19,Michael Dwumfour,0,0,0,2021
595,20,Troy Dye,0,0,0,2021
596,21,Nick Dzubnar,0,0,0,2021
597,22,Nate Ebner,0,0,0,2021
598,23,Brandin Echols,0,0,0,2021
599,24,Tremaine Edmunds,0,0,0,2021
600,0,Chase Edmonds,0,0,0,2021
601,1,Terrell Edmunds,0,0,0,2021
602,2,Bryan Edwards,0,0,0,2021
603,3,David Edwards,0,0,0,2021
604,4,Mario Edwards,0,0,0,2021
605,5,T.J. Edwards,0,1,0,2021
606,6,Emeke Egbule,0,0,0,2021
607,7,Sam Eguavoen,0,1,1,2021
608,8,Daniel Ekuale,0,0,0,2021
609,9,Corn Elder,0,0,0,2021
610,10,Pat Elflein,0,0,0,2021
611,11,Ben Ellefson,0,0,0,2021
612,12,Emmanuel Ellerbee,0,0,0,2021
613,13,DeShon Elliott,0,0,0,2021
614,14,Ezekiel Elliott,0,0,0,2021
615,15,Jalen Elliott,0,0,0,2021
616,16,Jordan Elliott,0,0,0,2021
617,17,Justin Ellis,0,0,0,2021
618,18,Christian Elliss,0,0,0,2021
619,19,Kaden Elliss,0,1,0,2021
620,20,Evan Engram,0,0,0,2021
621,21,A.J. Epenesa,0,0,0,2021
622,22,Marcus Epps,0,0,0,2021
623,23,Alex Erickson,0,0,0,2021
624,24,Dorian Etheridge,0,0,0,2021
625,0,Chris Evans,0,0,0,2021
626,1,Jordan Evans,0,0,0,2021
627,2,Mike Evans,0,0,0,2021
628,3,Deshazor Everett,0,0,0,2021
629,4,Brandon Facyson,0,0,0,2021
630,5,Noah Fant,0,0,0,2021
631,6,Austin Faoliu,0,0,0,2021
632,7,Caleb Farley,0,0,0,2021
633,8,Foley Fatukasi,0,0,0,2021
634,9,Breiden Fehoko,0,0,0,2021
635,10,Matt Feiler,0,0,0,2021
636,11,Clayton Fejedelem,0,0,0,2021
637,12,Blake Ferguson,0,1,0,2021
638,13,Jaylon Ferguson,0,0,0,2021
639,14,Reid Ferguson,0,0,0,2021
640,15,Clelin Ferrell,0,0,0,2021
641,16,Tony Fields II,0,0,0,2021
642,17,Sharif Finch,0,0,0,2021
643,18,Anthony Firkser,0,1,0,2021
644,19,Kylie Fitts,0,0,0,2021
645,20,Dez Fitzpatrick,0,0,0,2021
